Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Type,Item_Outlet_Sales
FDZ55,6.055,Low Fat,0.025403898,Fruits and Vegetables,160.99200000000005,OUT035,Supermarket Type1,2716.4640000000004
FDN33,6.305,Regular,0.123115764,Snack Foods,95.6436,OUT046,Supermarket Type1,661.8052
FDA44,19.7,Low Fat,0.053212652,Fruits and Vegetables,57.893,OUT035,Supermarket Type1,622.523
NCR17,9.8,Low Fat,0.024378706,Health and Hygiene,114.5492,OUT035,Supermarket Type1,1274.3412
FDU04,,Low Fat,0.009714595,Frozen Foods,120.0414,OUT019,Grocery Store,487.3656
FDB56,8.75,Regular,0.07461309,Fruits and Vegetables,187.4556,OUT035,Supermarket Type1,3755.112
FDB56,8.75,Regular,0.07462720099999999,Fruits and Vegetables,187.8556,OUT046,Supermarket Type1,1314.2892
DRE60,,low fat,0.278974075,Soft Drinks,225.372,OUT019,Grocery Store,679.1160000000001
FDD03,13.3,Low Fat,0.079806266,Dairy,232.53,OUT046,Supermarket Type1,699.09
FDW39,,Regular,0.064625342,Meat,176.937,OUT019,Grocery Store,176.437
FDZ46,7.485,Low Fat,0.06911065,Snack Foods,109.0228,OUT035,Supermarket Type1,2542.0244
FDJ38,8.6,Regular,0.040197932,Canned,190.153,OUT035,Supermarket Type1,3036.048
FDL40,17.7,Low Fat,0.01161096,Frozen Foods,95.041,OUT035,Supermarket Type1,868.8689999999998
DRI49,14.15,Low Fat,0.183507295,Soft Drinks,82.4276,OUT046,Supermarket Type1,1137.1864
NCH54,13.5,Low Fat,0.07266912,Household,160.292,OUT046,Supermarket Type1,1438.128
NCO26,7.235,Low Fat,0.076855628,Household,116.0492,OUT046,Supermarket Type1,1969.4364
NCC31,8.02,Low Fat,0.019866705,Household,154.5972,OUT035,Supermarket Type1,1402.1748
FDI16,14.0,Regular,0.0,Frozen Foods,53.06399999999999,OUT035,Supermarket Type1,905.488
FDB11,16.0,Low Fat,0.060836524,Starchy Foods,226.8404,OUT035,Supermarket Type1,6301.1312
NCB06,17.6,Low Fat,0.082316506,Health and Hygiene,160.692,OUT035,Supermarket Type1,1597.92
FDA45,21.25,Low Fat,0.155350299,Snack Foods,178.237,OUT035,Supermarket Type1,529.311
NCO26,7.235,Low Fat,0.076841095,Household,117.5492,OUT035,Supermarket Type1,1969.4364
FDX20,7.365,Low Fat,0.042560252,Fruits and Vegetables,226.172,OUT046,Supermarket Type1,3169.208
DRF49,7.27,Low Fat,0.071077939,Soft Drinks,114.2518,OUT046,Supermarket Type1,2618.5914
FDW51,6.155,Regular,0.094659871,Meat,214.556,OUT046,Supermarket Type1,2769.728
NCM43,14.5,Low Fat,0.019471688,Others,164.821,OUT035,Supermarket Type1,2120.573
DRY23,,Regular,0.191013663,Soft Drinks,42.1112,OUT019,Grocery Store,42.6112
NCO17,,Low Fat,0.128478462,Health and Hygiene,117.944,OUT019,Grocery Store,239.688
FDO08,,Regular,0.09415375,Fruits and Vegetables,165.7526,OUT019,Grocery Store,657.8104
FDT20,10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,OUT046,Supermarket Type1,540.6296
FDB41,19.0,Regular,0.097313129,Frozen Foods,48.0718,OUT046,Supermarket Type1,992.7078
FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,Supermarket Type1,3275.736
FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,Supermarket Type1,4119.9704
FDS45,,Regular,0.051643608,Snack Foods,107.3622,OUT019,Grocery Store,317.5866
DRK12,9.5,LF,0.041878397000000005,Soft Drinks,32.99,OUT035,Supermarket Type1,133.16
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,Supermarket Type1,5650.6446
FDA39,6.32,LF,0.0,Meat,40.2822,OUT035,Supermarket Type1,1139.1838
FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,Supermarket Type1,265.6542
NCO07,,Low Fat,0.017116983,Others,211.956,OUT019,Grocery Store,213.056
DRF27,,Low Fat,0.049754975,Dairy,152.134,OUT019,Grocery Store,153.134
FDS49,9.0,Low Fat,0.0,Canned,79.7644,OUT035,Supermarket Type1,1649.8524
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,Supermarket Type1,2603.278
NCD06,13.0,Low Fat,0.099325278,Household,45.40600000000001,OUT046,Supermarket Type1,605.878
FDS46,,Regular,0.082741482,Snack Foods,118.7782,OUT019,Grocery Store,119.1782
NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,Supermarket Type1,3248.4382
DRJ51,14.1,Low Fat,0.08797726199999999,Dairy,229.0668,OUT035,Supermarket Type1,3225.1352
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,Supermarket Type1,3755.112
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,Supermarket Type1,974.7312
DRF15,,Low Fat,0.058153409,Dairy,152.034,OUT019,Grocery Store,306.268
FDQ04,,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,Grocery Store,41.2796
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,Supermarket Type1,1418.154
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.83100000000002,OUT046,Supermarket Type1,1428.141
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,Supermarket Type1,5829.7448
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,Supermarket Type1,2082.6224
NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,OUT035,Supermarket Type1,6088.0752
FDJ08,,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,Grocery Store,573.2538
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,Supermarket Type1,2267.049
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,Supermarket Type1,5559.43
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,Supermarket Type1,583.2408
NCM31,6.095,Low Fat,0.081196619,Others,141.4154,OUT046,Supermarket Type1,1418.154
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,Supermarket Type1,2364.9216
FDV20,,Regular,0.104704537,Fruits and Vegetables,125.2678,OUT019,Grocery Store,254.3356
NCQ54,17.7,Low Fat,0.012540003,Household,167.0474,OUT035,Supermarket Type1,5895.6590000000015
FDX23,6.445,Low Fat,0.029691762000000007,Baking Goods,92.6436,OUT046,Supermarket Type1,1039.9796
FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,OUT035,Supermarket Type1,3038.0454
FDD40,20.25,Regular,0.014790558999999997,Dairy,193.6162,OUT035,Supermarket Type1,3848.324
FDA01,15.0,Regular,0.054378253,Canned,59.1904,OUT046,Supermarket Type1,527.3136
FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,Supermarket Type1,2390.8878
FDC41,,Low Fat,0.2047,Frozen Foods,76.867,OUT019,Grocery Store,229.701
NCO43,5.5,Low Fat,0.04709821,Others,101.3016,OUT046,Supermarket Type1,3339.6528
FDJ22,,Low Fat,0.09246392,Snack Foods,190.9504,OUT019,Grocery Store,383.5008
DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,Supermarket Type1,2586.633
FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,Supermarket Type1,4093.3384
FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,Supermarket Type1,3163.8816
FDH40,11.6,Regular,0.07892957099999999,Frozen Foods,79.9276,OUT046,Supermarket Type1,1137.1864
NCO17,10.0,Low Fat,0.073379745,Health and Hygiene,118.244,OUT046,Supermarket Type1,2756.4120000000007
FDX26,,Low Fat,0.153741385,Dairy,182.6292,OUT019,Grocery Store,182.4292
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,Supermarket Type1,5153.292
NCW53,,Low Fat,0.053392944000000005,Health and Hygiene,193.8162,OUT019,Grocery Store,384.8324
FDX09,9.0,Low Fat,0.065236932,Snack Foods,176.437,OUT035,Supermarket Type1,7763.228
FDB27,7.575,Low Fat,0.055390121,Dairy,195.2768,OUT046,Supermarket Type1,5715.2272
FDY28,7.47,Regular,0.0,Frozen Foods,214.3218,OUT035,Supermarket Type1,4274.436
FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,Supermarket Type1,3523.4136
FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,Supermarket Type1,610.5386
FDC50,15.85,Low Fat,0.0,Canned,96.4094,OUT035,Supermarket Type1,1237.7222
DRE49,20.75,LF,0.021250002,Soft Drinks,150.5024,OUT046,Supermarket Type1,2580.6408
FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,OUT046,Supermarket Type1,2552.6772
FDW07,18.0,Regular,0.142688846,Fruits and Vegetables,88.5514,OUT046,Supermarket Type1,796.9626
FDU02,,Low Fat,0.179484411,Dairy,228.9352,OUT019,Grocery Store,916.1408
FDG35,21.2,Regular,0.00704098,Starchy Foods,173.5738,OUT046,Supermarket Type1,2954.1546
FDT59,13.65,Low Fat,0.015908423999999997,Breads,231.1668,OUT035,Supermarket Type1,6911.004
NCX41,19.0,Low Fat,0.017719277,Health and Hygiene,211.0244,OUT046,Supermarket Type1,3811.0392
FDW24,,Low Fat,0.065652494,Baking Goods,48.9034,OUT019,Grocery Store,48.6034
FDM60,10.8,Regular,0.048143292,Baking Goods,40.2138,OUT046,Supermarket Type1,690.4346
FDS48,15.15,Low Fat,0.027779254,Baking Goods,150.1708,OUT046,Supermarket Type1,1504.708
FDH19,19.35,Low Fat,0.033088472,Meat,175.4738,OUT046,Supermarket Type1,521.3214
NCB55,15.7,Low Fat,0.160663021,Household,59.4562,OUT046,Supermarket Type1,829.5868
FDF11,10.195,Regular,0.017627888,Starchy Foods,239.6538,OUT035,Supermarket Type1,2403.538
FDW35,,low fat,0.0194158,Breads,41.6454,OUT019,Grocery Store,83.8908
FDW23,,Low Fat,0.143592939,Baking Goods,37.3164,OUT019,Grocery Store,38.6164
FDU01,20.25,Regular,0.011995271000000002,Canned,184.5924,OUT046,Supermarket Type1,4997.4948
DRH03,,Low Fat,0.061393095,Dairy,91.812,OUT019,Grocery Store,372.848
FDW27,,Regular,0.264124669,Meat,155.7314,OUT019,Grocery Store,155.1314
NCR05,10.1,Low Fat,0.054630834,Health and Hygiene,200.2084,OUT046,Supermarket Type1,1587.2672
FDI35,14.0,Low Fat,0.041291169,Starchy Foods,180.7634,OUT046,Supermarket Type1,2181.1608
FDX08,12.85,Low Fat,0.022604051,Fruits and Vegetables,181.4318,OUT046,Supermarket Type1,3428.2042
FDU08,10.3,Low Fat,0.027310252,Fruits and Vegetables,101.0042,OUT035,Supermarket Type1,1289.6546
FDS09,,Regular,0.141975462,Snack Foods,49.6008,OUT019,Grocery Store,50.6008
FDE24,14.85,Low Fat,0.09344495,Baking Goods,141.0812,OUT035,Supermarket Type1,1139.8496
FDH53,20.5,Regular,0.019199733,Frozen Foods,84.3592,OUT046,Supermarket Type1,1816.3024
NCE43,12.5,LF,0.103422709,Household,169.9448,OUT035,Supermarket Type1,2897.5616
FDB14,20.25,Regular,0.102723919,Canned,93.212,OUT046,Supermarket Type1,1957.452
FDZ15,13.1,Low Fat,0.020870744,Dairy,117.3782,OUT046,Supermarket Type1,1787.6729999999998
FDO28,5.765,Low Fat,0.072284689,Frozen Foods,119.9098,OUT035,Supermarket Type1,2048.6666
FDU25,12.35,Low Fat,0.026681262,Canned,56.4246,OUT046,Supermarket Type1,810.9444
FDK41,14.3,Low Fat,0.127541722,Frozen Foods,84.9224,OUT046,Supermarket Type1,1193.1136
NCT54,8.695,Low Fat,0.119513002,Household,93.4094,OUT035,Supermarket Type1,856.8846
DRK59,8.895,LF,0.07543556,Hard Drinks,235.8616,OUT035,Supermarket Type1,3046.7008
FDW28,18.25,Low Fat,0.0,Frozen Foods,196.8452,OUT046,Supermarket Type1,3327.6684
FDR21,19.7,Low Fat,0.066922802,Snack Foods,174.83700000000005,OUT035,Supermarket Type1,2999.429
FDX14,,Low Fat,0.13121032,Dairy,74.0354,OUT019,Grocery Store,75.2354
FDH57,10.895,Low Fat,0.035747522000000004,Fruits and Vegetables,133.6284,OUT046,Supermarket Type1,1581.9408
FDH28,,reg,0.192650072,Frozen Foods,37.4506,OUT019,Grocery Store,37.9506
NCT41,,Low Fat,0.098031771,Health and Hygiene,151.3024,OUT019,Grocery Store,151.8024
FDP32,6.65,Low Fat,0.087652908,Fruits and Vegetables,128.8678,OUT035,Supermarket Type1,1398.8458
FDA40,16.0,Regular,0.099252438,Frozen Foods,87.4856,OUT035,Supermarket Type1,1054.6272
NCM07,9.395,Low Fat,0.039954281,Others,82.4908,OUT035,Supermarket Type1,2013.3792
DRN36,,Low Fat,0.087854925,Soft Drinks,95.9752,OUT019,Grocery Store,95.8752
FDY56,16.35,Regular,0.062411404,Fruits and Vegetables,225.9062,OUT046,Supermarket Type1,5416.9488
NCE06,,Low Fat,0.160178832,Household,160.2894,OUT019,Grocery Store,323.5788
FDK44,16.6,Low Fat,0.0,Fruits and Vegetables,173.3738,OUT046,Supermarket Type1,2085.2856
FDA16,6.695,Low Fat,0.033935576,Frozen Foods,221.9456,OUT035,Supermarket Type1,2210.456
FDO04,16.6,Low Fat,0.026537206,Frozen Foods,57.2614,OUT046,Supermarket Type1,1049.9666
NCL19,15.35,Low Fat,0.015673267,Others,145.047,OUT035,Supermarket Type1,2719.793
DRG01,14.8,Low Fat,0.044869794000000005,Soft Drinks,76.467,OUT035,Supermarket Type1,1531.34
FDB38,,Regular,0.0,Canned,160.692,OUT019,Grocery Store,319.584
FDU21,11.8,Regular,0.076705948,Snack Foods,34.7558,OUT035,Supermarket Type1,780.9834
FDI14,14.1,LF,0.089677773,Canned,139.8496,OUT046,Supermarket Type1,1693.7952
FDW50,,Low Fat,0.132327406,Dairy,168.4158,OUT019,Grocery Store,334.2316
FDN39,19.35,Regular,0.065520388,Meat,168.3816,OUT046,Supermarket Type1,1342.2528
FDE22,,Low Fat,0.051778173,Snack Foods,157.892,OUT019,Grocery Store,319.584
FDX22,6.785,Regular,0.022970468,Snack Foods,211.0928,OUT035,Supermarket Type1,4418.2488
DRK35,,Low Fat,0.125793938,Hard Drinks,36.2506,OUT019,Grocery Store,37.9506
DRB48,16.75,Regular,0.0,Soft Drinks,39.3822,OUT046,Supermarket Type1,353.5398
DRE25,15.35,Low Fat,0.07326933599999999,Soft Drinks,92.112,OUT035,Supermarket Type1,1118.544
FDE34,9.195,Low Fat,0.107891398,Snack Foods,182.7634,OUT046,Supermarket Type1,3817.0314
FDP10,19.0,Low Fat,0.128065918,Snack Foods,104.3622,OUT035,Supermarket Type1,1905.5196
NCU41,18.85,LF,0.052054819,Health and Hygiene,189.1846,OUT046,Supermarket Type1,2101.9306
NCH30,17.1,Low Fat,0.067141355,Household,114.586,OUT035,Supermarket Type1,2942.836
NCJ30,5.82,Low Fat,0.080640478,Household,167.77900000000002,OUT046,Supermarket Type1,2886.243
DRK37,5.0,Low Fat,0.044004675,Soft Drinks,188.853,OUT046,Supermarket Type1,5502.837
FDK48,7.445,low fat,0.0,Baking Goods,76.8354,OUT046,Supermarket Type1,2181.8266
FDV58,20.85,Low Fat,0.121250374,Snack Foods,193.9452,OUT046,Supermarket Type1,1565.9616
NCF42,17.35,Low Fat,0.167383061,Household,175.6712,OUT046,Supermarket Type1,2812.3392
FDQ48,14.3,Regular,0.034404732,Baking Goods,98.1726,OUT035,Supermarket Type1,489.36300000000006
FDR58,6.675,Low Fat,0.041913535,Snack Foods,90.7462,OUT035,Supermarket Type1,1665.8316
FDK14,6.98,Low Fat,0.041105789,Canned,83.4934,OUT046,Supermarket Type1,1555.9746
FDH45,15.1,reg,0.105646853,Fruits and Vegetables,42.8796,OUT035,Supermarket Type1,949.4308
FDB21,7.475,Low Fat,0.148492521,Fruits and Vegetables,240.6854,OUT035,Supermarket Type1,1691.7978
FDM01,7.895,Regular,0.0945493,Breakfast,102.6332,OUT035,Supermarket Type1,1640.5312
FDE05,,Regular,0.0,Frozen Foods,145.2102,OUT019,Grocery Store,437.4306
FDM08,10.1,Regular,0.053584207,Fruits and Vegetables,224.4088,OUT046,Supermarket Type1,4697.8848
FDZ26,11.6,Regular,0.144017405,Dairy,238.3222,OUT046,Supermarket Type1,5736.5328
FDF53,20.75,Regular,0.083590755,Frozen Foods,182.2318,OUT035,Supermarket Type1,3067.3406
FDH32,12.8,Low Fat,0.076060037,Fruits and Vegetables,95.141,OUT046,Supermarket Type1,868.8689999999998
NCJ42,19.75,Low Fat,0.014301326,Household,103.0332,OUT046,Supermarket Type1,1230.3984
FDE32,20.7,Low Fat,0.04874969,Fruits and Vegetables,37.5506,OUT035,Supermarket Type1,113.8518
NCL53,7.5,Low Fat,0.036234918,Health and Hygiene,175.3028,OUT046,Supermarket Type1,3896.2616
FDD58,7.76,Low Fat,0.059341019,Snack Foods,99.77,OUT035,Supermarket Type1,798.96
FDG09,20.6,Regular,0.04792722,Fruits and Vegetables,185.9556,OUT035,Supermarket Type1,4318.3788
NCZ06,,Low Fat,0.164864915,Household,255.2698,OUT019,Grocery Store,761.0094
FDV37,13.0,Regular,0.083498083,Canned,199.4426,OUT035,Supermarket Type1,593.2278
NCI43,19.85,Low Fat,0.025963795,Household,46.3376,OUT035,Supermarket Type1,1150.5024
NCT18,14.6,Low Fat,0.059393919,Household,181.7976,OUT035,Supermarket Type1,3259.7568
FDM14,13.8,Low Fat,0.013263968,Canned,106.9254,OUT046,Supermarket Type1,2930.1858
NCV05,10.1,Low Fat,0.03020851,Health and Hygiene,153.1656,OUT046,Supermarket Type1,1544.656
FDA23,9.8,Low Fat,0.047187038,Baking Goods,100.6016,OUT046,Supermarket Type1,1619.2256
NCV06,11.3,Low Fat,0.066681333,Household,194.4478,OUT046,Supermarket Type1,387.4956
FDR26,20.7,Low Fat,0.042836778,Dairy,175.8028,OUT046,Supermarket Type1,1593.9252
FDA14,,Low Fat,0.114127418,Dairy,147.17600000000004,OUT019,Grocery Store,585.904
FDN20,19.35,Low Fat,0.026181893,Fruits and Vegetables,167.0474,OUT046,Supermarket Type1,2358.2636
FDZ28,20.0,Regular,0.0,Frozen Foods,127.3678,OUT046,Supermarket Type1,1780.3492
FDW49,19.5,Low Fat,0.082552214,Canned,179.8002,OUT046,Supermarket Type1,716.4008
FDP33,18.7,Low Fat,0.08927225300000001,Snack Foods,254.7672,OUT046,Supermarket Type1,5113.344
NCK06,5.03,Low Fat,0.008644894,Household,122.6756,OUT035,Supermarket Type1,2665.8632
NCY18,7.285,Low Fat,0.031145743,Household,173.6054,OUT035,Supermarket Type1,2626.581
FDS03,,Low Fat,0.139419417,Meat,66.0826,OUT019,Grocery Store,258.3304
FDB59,18.25,Low Fat,0.015278899,Snack Foods,199.0084,OUT046,Supermarket Type1,3174.5344
FDA03,18.5,Regular,0.0,Dairy,144.2102,OUT035,Supermarket Type1,2041.3428
FDA01,15.0,Regular,0.054367971,Canned,58.5904,OUT035,Supermarket Type1,996.0368
FDB38,19.5,Regular,0.0273467,Canned,158.99200000000005,OUT046,Supermarket Type1,1757.7120000000002
FDG08,13.15,Regular,0.165328057,Fruits and Vegetables,170.6764,OUT035,Supermarket Type1,3435.528
FDY26,20.6,reg,0.030510526,Dairy,211.4244,OUT046,Supermarket Type1,7833.8028
DRE13,6.28,Low Fat,0.027699863,Soft Drinks,87.9198,OUT035,Supermarket Type1,1221.0772
FDE51,5.925,Regular,0.09646733,Dairy,42.8086,OUT046,Supermarket Type1,669.1289999999998
FDD50,18.85,Low Fat,0.141642219,Canned,168.1132,OUT046,Supermarket Type1,2874.9244
FDY03,17.6,Regular,0.076121831,Meat,111.7202,OUT046,Supermarket Type1,1125.202
DRB25,12.3,Low Fat,0.069446588,Soft Drinks,106.3938,OUT035,Supermarket Type1,857.5504
FDK26,5.46,Regular,0.03217132,Canned,184.824,OUT035,Supermarket Type1,4287.752
FDF08,14.3,Regular,0.065207559,Fruits and Vegetables,89.8856,OUT046,Supermarket Type1,966.7416
DRF03,19.1,Low Fat,0.045299563,Dairy,38.8138,OUT035,Supermarket Type1,365.5242
FDX19,19.1,Low Fat,0.096733815,Fruits and Vegetables,233.1958,OUT046,Supermarket Type1,5141.3076
FDQ23,6.55,Low Fat,0.024521191,Breads,100.6332,OUT035,Supermarket Type1,2665.8632
FDP03,5.15,Regular,0.06116551200000001,Meat,125.6388,OUT035,Supermarket Type1,2848.2924
DRD49,9.895,Low Fat,0.167799329,Soft Drinks,239.4564,OUT035,Supermarket Type1,5243.8408
NCF42,17.35,Low Fat,0.167351411,Household,176.0712,OUT035,Supermarket Type1,2109.2544
DRK35,8.365,Low Fat,0.071832909,Hard Drinks,36.1506,OUT035,Supermarket Type1,721.0614
FDV45,16.75,Low Fat,0.045047439,Snack Foods,186.4556,OUT046,Supermarket Type1,3942.8676
FDN23,6.575,Regular,0.07549348,Breads,143.5444,OUT035,Supermarket Type1,3338.3212
FDF46,7.07,Low Fat,0.093653464,Snack Foods,113.3834,OUT035,Supermarket Type1,1267.0174
FDI41,,Regular,0.109003832,Frozen Foods,145.2418,OUT019,Grocery Store,147.1418
DRD60,,Low Fat,0.065188619,Soft Drinks,181.1634,OUT019,Grocery Store,181.7634
FDV12,16.7,Regular,0.060863167,Baking Goods,97.6384,OUT035,Supermarket Type1,2857.6136
FDQ31,5.785,Regular,0.0,Fruits and Vegetables,87.1856,OUT035,Supermarket Type1,1406.1696
FDK55,,Low Fat,0.045105407,Meat,89.4172,OUT019,Grocery Store,178.4344
FDT10,16.7,Regular,0.062044506,Snack Foods,57.4562,OUT046,Supermarket Type1,948.0992
FDL56,,Low Fat,0.220225608,Fruits and Vegetables,85.6198,OUT019,Grocery Store,87.2198
FDT32,,Regular,0.114916546,Fruits and Vegetables,188.4214,OUT019,Grocery Store,565.2642
FDU13,,low fat,0.328390948,Canned,146.0418,OUT019,Grocery Store,588.5672
DRE27,11.85,Low Fat,0.13267058,Dairy,96.4726,OUT046,Supermarket Type1,978.726
FDS27,10.195,Regular,0.012455787,Meat,197.511,OUT035,Supermarket Type1,2356.932
DRM59,,Low Fat,0.006289291,Hard Drinks,153.2998,OUT019,Grocery Store,461.3994
FDP51,13.85,Regular,0.08527498800000001,Meat,119.6124,OUT046,Supermarket Type1,2014.7108
FDJ57,7.42,Regular,0.021569566,Seafood,184.8582,OUT035,Supermarket Type1,4643.955
FDZ35,9.6,Regular,0.022278477,Breads,102.499,OUT046,Supermarket Type1,1547.985
FDM52,15.1,Low Fat,0.025993423,Frozen Foods,147.4076,OUT046,Supermarket Type1,2808.3444
FDQ56,6.59,Low Fat,0.105577348,Fruits and Vegetables,85.6908,OUT035,Supermarket Type1,1929.4884
NCN06,8.39,Low Fat,0.120497266,Household,162.2868,OUT046,Supermarket Type1,2620.5888
FDR57,5.675,Regular,0.023492524,Snack Foods,155.5288,OUT035,Supermarket Type1,1414.1592
FDB15,10.895,Low Fat,0.136810742,Dairy,263.0568,OUT046,Supermarket Type1,527.3136
NCK42,7.475,Low Fat,0.013120028,Household,217.6192,OUT046,Supermarket Type1,1725.7536
FDZ12,,Low Fat,0.0,Baking Goods,144.847,OUT019,Grocery Store,143.14700000000005
FDX16,17.85,LF,0.065810045,Frozen Foods,149.105,OUT046,Supermarket Type1,2247.075
NCE31,7.67,Low Fat,0.184843579,Household,33.1216,OUT046,Supermarket Type1,727.0536
FDM56,,Low Fat,0.122896411,Fruits and Vegetables,111.1912,OUT019,Grocery Store,218.3824
FDW49,,Low Fat,0.14453827,Canned,180.6002,OUT019,Grocery Store,895.5010000000002
FDM20,10.0,Low Fat,0.038685802000000005,Fruits and Vegetables,243.8144,OUT046,Supermarket Type1,4655.2736
FDK15,,Low Fat,0.172309903,Meat,98.2042,OUT019,Grocery Store,198.4084
FDO49,,Regular,0.05787008,Breakfast,49.7008,OUT019,Grocery Store,50.6008
FDP19,11.5,Low Fat,0.173516063,Fruits and Vegetables,128.1652,OUT046,Supermarket Type1,2454.1388
FDQ24,,Low Fat,0.12898088,Baking Goods,250.4724,OUT019,Grocery Store,251.6724
FDO36,19.7,Low Fat,0.07789910900000001,Baking Goods,177.766,OUT035,Supermarket Type1,2696.49
FDE45,12.1,Low Fat,0.040357315,Fruits and Vegetables,177.8002,OUT046,Supermarket Type1,1611.9018
FDX50,20.1,Low Fat,0.07461309,Dairy,108.7228,OUT035,Supermarket Type1,1215.7508
NCN14,,Low Fat,0.160936178,Others,184.2608,OUT019,Grocery Store,367.5216
FDL38,,Regular,0.02579577,Canned,88.4172,OUT019,Grocery Store,89.2172
DRL37,15.5,Low Fat,0.053362086,Soft Drinks,41.577,OUT035,Supermarket Type1,735.709
FDX27,20.7,Regular,0.11411709,Dairy,92.7436,OUT046,Supermarket Type1,1323.6104
FDU25,12.35,Low Fat,0.026676216000000003,Canned,57.0246,OUT035,Supermarket Type1,1737.7379999999996
