ID,Datetime,Count
180,09 Jan 2012 ,6
181,09 Jan 2012 ,6
182,09 Jan 2012 ,6
183,09 Jan 2012 ,6
184,09 Jan 2012 ,4
185,09 Jan 2012 ,4
186,09 Jan 2012 ,8
187,09 Jan 2012 ,2
188,09 Jan 2012 ,6
189,09 Jan 2012 ,2
190,09 Jan 2012 ,4
191,09 Jan 2012 ,8
192,09 Feb 2012 ,10
193,09 Feb 2012 ,2
194,09 Feb 2012 ,4
195,09 Feb 2012 ,2
196,09 Feb 2012 ,6
197,09 Feb 2012 ,4
198,09 Feb 2012 ,2
199,09 Feb 2012 ,4
200,09 Feb 2012 ,4
201,09 Feb 2012 ,6
202,09 Feb 2012 ,4
203,09 Feb 2012 ,2
204,09 Feb 2012 ,6
205,09 Feb 2012 ,10
206,09 Feb 2012 ,6
207,09 Feb 2012 ,4
208,09 Feb 2012 ,6
209,09 Feb 2012 ,4
210,09 Feb 2012 ,4
211,09 Feb 2012 ,8
212,09 Feb 2012 ,4
213,09 Feb 2012 ,8
214,09 Feb 2012 ,4
215,09 Feb 2012 ,4
216,09 Mar 2012 ,4
217,09 Mar 2012 ,2
218,09 Mar 2012 ,4
219,09 Mar 2012 ,4
220,09 Mar 2012 ,2
221,09 Mar 2012 ,4
222,09 Mar 2012 ,2
223,09 Mar 2012 ,6
224,09 Mar 2012 ,2
225,09 Mar 2012 ,2
226,09 Mar 2012 ,6
227,09 Mar 2012 ,8
228,09 Mar 2012 ,4
229,09 Mar 2012 ,2
230,09 Mar 2012 ,10
231,09 Mar 2012 ,4
232,09 Mar 2012 ,4
233,09 Mar 2012 ,8
234,09 Mar 2012 ,6
235,09 Mar 2012 ,6
236,09 Mar 2012 ,6
237,09 Mar 2012 ,2
238,09 Mar 2012 ,4
239,09 Mar 2012 ,6
240,09 Apr 2012 ,2
241,09 Apr 2012 ,4
242,09 Apr 2012 ,4
243,09 Apr 2012 ,2
244,09 Apr 2012 ,2
245,09 Apr 2012 ,2
246,09 Apr 2012 ,2
247,09 Apr 2012 ,2
248,09 Apr 2012 ,2
249,09 Apr 2012 ,4
250,09 Apr 2012 ,2
251,09 Apr 2012 ,2
252,09 Apr 2012 ,4
253,09 Apr 2012 ,2
254,09 Apr 2012 ,2
255,09 Apr 2012 ,4
256,09 Apr 2012 ,2
257,09 Apr 2012 ,2
258,09 Apr 2012 ,2
259,09 Apr 2012 ,2
260,09 Apr 2012 ,4
261,09 Apr 2012 ,4
262,09 Apr 2012 ,4
263,09 Apr 2012 ,4
264,09 May 2012 ,2
265,09 May 2012 ,4
266,09 May 2012 ,10
267,09 May 2012 ,4
268,09 May 2012 ,4
269,09 May 2012 ,2
270,09 May 2012 ,2
271,09 May 2012 ,2
272,09 May 2012 ,2
273,09 May 2012 ,4
274,09 May 2012 ,4
275,09 May 2012 ,2
276,09 May 2012 ,6
277,09 May 2012 ,2
278,09 May 2012 ,2
279,09 May 2012 ,4
280,09 May 2012 ,2
281,09 May 2012 ,2
282,09 May 2012 ,2
283,09 May 2012 ,8
284,09 May 2012 ,4
285,09 May 2012 ,8
286,09 May 2012 ,14
287,09 May 2012 ,8
288,09 Jun 2012 ,6
289,09 Jun 2012 ,2
290,09 Jun 2012 ,2
291,09 Jun 2012 ,2
292,09 Jun 2012 ,2
293,09 Jun 2012 ,2
294,09 Jun 2012 ,4
295,09 Jun 2012 ,6
296,09 Jun 2012 ,2
297,09 Jun 2012 ,6
298,09 Jun 2012 ,2
299,09 Jun 2012 ,6
300,09 Jun 2012 ,8
301,09 Jun 2012 ,6
302,09 Jun 2012 ,6
303,09 Jun 2012 ,6
304,09 Jun 2012 ,6
305,09 Jun 2012 ,2
306,09 Jun 2012 ,4
307,09 Jun 2012 ,2
308,09 Jun 2012 ,6
309,09 Jun 2012 ,2
310,09 Jun 2012 ,6
311,09 Jun 2012 ,4
312,09 Jul 2012 ,4
313,09 Jul 2012 ,2
314,09 Jul 2012 ,4
315,09 Jul 2012 ,2
316,09 Jul 2012 ,2
317,09 Jul 2012 ,2
318,09 Jul 2012 ,2
319,09 Jul 2012 ,2
320,09 Jul 2012 ,2
321,09 Jul 2012 ,4
322,09 Jul 2012 ,4
323,09 Jul 2012 ,2
324,09 Jul 2012 ,4
325,09 Jul 2012 ,2
326,09 Jul 2012 ,2
327,09 Jul 2012 ,2
328,09 Jul 2012 ,4
329,09 Jul 2012 ,6
330,09 Jul 2012 ,4
331,09 Jul 2012 ,2
332,09 Jul 2012 ,2
333,09 Jul 2012 ,4
334,09 Jul 2012 ,2
335,09 Jul 2012 ,2
336,09 Aug 2012 ,2
337,09 Aug 2012 ,36
338,09 Aug 2012 ,2
339,09 Aug 2012 ,4
340,09 Aug 2012 ,2
341,09 Aug 2012 ,2
342,09 Aug 2012 ,2
343,09 Aug 2012 ,2
344,09 Aug 2012 ,2
345,09 Aug 2012 ,2
346,09 Aug 2012 ,2
347,09 Aug 2012 ,2
348,09 Aug 2012 ,4
349,09 Aug 2012 ,4
350,09 Aug 2012 ,4
351,09 Aug 2012 ,2
352,09 Aug 2012 ,4
353,09 Aug 2012 ,2
354,09 Aug 2012 ,6
355,09 Aug 2012 ,2
356,09 Aug 2012 ,2
357,09 Aug 2012 ,4
358,09 Aug 2012 ,4
359,09 Aug 2012 ,2
360,09 Sep 2012 ,2
361,09 Sep 2012 ,2
362,09 Sep 2012 ,2
363,09 Sep 2012 ,2
364,09 Sep 2012 ,2
365,09 Sep 2012 ,2
366,09 Sep 2012 ,2
367,09 Sep 2012 ,2
368,09 Sep 2012 ,2
369,09 Sep 2012 ,4
370,09 Sep 2012 ,8
371,09 Sep 2012 ,4
372,09 Sep 2012 ,4
373,09 Sep 2012 ,6
374,09 Sep 2012 ,2
375,09 Sep 2012 ,4
376,09 Sep 2012 ,2
377,09 Sep 2012 ,2
378,09 Sep 2012 ,4
379,09 Sep 2012 ,2
380,09 Sep 2012 ,2
381,09 Sep 2012 ,2
382,09 Sep 2012 ,2
383,09 Sep 2012 ,2
384,09 Oct 2012 ,2
385,09 Oct 2012 ,2
386,09 Oct 2012 ,2
387,09 Oct 2012 ,2
388,09 Oct 2012 ,2
389,09 Oct 2012 ,2
390,09 Oct 2012 ,2
391,09 Oct 2012 ,2
392,09 Oct 2012 ,2
393,09 Oct 2012 ,2
394,09 Oct 2012 ,2
395,09 Oct 2012 ,2
396,09 Oct 2012 ,4
397,09 Oct 2012 ,2
398,09 Oct 2012 ,2
399,09 Oct 2012 ,2
400,09 Oct 2012 ,2
401,09 Oct 2012 ,6
402,09 Oct 2012 ,2
403,09 Oct 2012 ,2
404,09 Oct 2012 ,2
405,09 Oct 2012 ,4
406,09 Oct 2012 ,8
407,09 Oct 2012 ,4
408,09 Nov 2012 ,6
409,09 Nov 2012 ,2
410,09 Nov 2012 ,2
411,09 Nov 2012 ,2
412,09 Nov 2012 ,2
413,09 Nov 2012 ,2
414,09 Nov 2012 ,2
415,09 Nov 2012 ,4
416,09 Nov 2012 ,2
417,09 Nov 2012 ,2
418,09 Nov 2012 ,2
419,09 Nov 2012 ,2
420,09 Nov 2012 ,2
421,09 Nov 2012 ,2
422,09 Nov 2012 ,2
423,09 Nov 2012 ,2
424,09 Nov 2012 ,2
425,09 Nov 2012 ,2
426,09 Nov 2012 ,2
427,09 Nov 2012 ,2
428,09 Nov 2012 ,2
429,09 Nov 2012 ,2
430,09 Nov 2012 ,6
431,09 Nov 2012 ,2
432,09 Dec 2012 ,8
433,09 Dec 2012 ,2
434,09 Dec 2012 ,2
435,09 Dec 2012 ,2
436,09 Dec 2012 ,2
437,09 Dec 2012 ,2
438,09 Dec 2012 ,2
439,09 Dec 2012 ,2
440,09 Dec 2012 ,4
441,09 Dec 2012 ,6
442,09 Dec 2012 ,4
443,09 Dec 2012 ,4
444,09 Dec 2012 ,4
445,09 Dec 2012 ,2
446,09 Dec 2012 ,2
447,09 Dec 2012 ,4
448,09 Dec 2012 ,6
449,09 Dec 2012 ,2
450,09 Dec 2012 ,2
451,09 Dec 2012 ,4
452,09 Dec 2012 ,2
453,09 Dec 2012 ,6
454,09 Dec 2012 ,8
455,09 Dec 2012 ,2
456,13 Sep 2012 ,2
457,13 Sep 2012 ,6
458,13 Sep 2012 ,2
459,13 Sep 2012 ,2
460,13 Sep 2012 ,2
461,13 Sep 2012 ,2
462,13 Sep 2012 ,2
463,13 Sep 2012 ,2
464,13 Sep 2012 ,2
465,13 Sep 2012 ,2
466,13 Sep 2012 ,4
467,13 Sep 2012 ,2
468,13 Sep 2012 ,4
469,13 Sep 2012 ,2
470,13 Sep 2012 ,2
471,13 Sep 2012 ,2
472,13 Sep 2012 ,4
473,13 Sep 2012 ,2
474,13 Sep 2012 ,4
475,13 Sep 2012 ,4
476,13 Sep 2012 ,4
477,13 Sep 2012 ,2
478,13 Sep 2012 ,8
479,13 Sep 2012 ,4
480,14 Sep 2012 ,4
481,14 Sep 2012 ,2
482,14 Sep 2012 ,2
483,14 Sep 2012 ,2
484,14 Sep 2012 ,2
485,14 Sep 2012 ,2
486,14 Sep 2012 ,2
487,14 Sep 2012 ,2
488,14 Sep 2012 ,2
489,14 Sep 2012 ,2
490,14 Sep 2012 ,8
491,14 Sep 2012 ,6
492,14 Sep 2012 ,2
493,14 Sep 2012 ,4
494,14 Sep 2012 ,6
495,14 Sep 2012 ,4
496,14 Sep 2012 ,4
497,14 Sep 2012 ,2
498,14 Sep 2012 ,4
499,14 Sep 2012 ,6
500,14 Sep 2012 ,4
501,14 Sep 2012 ,4
502,14 Sep 2012 ,4
503,14 Sep 2012 ,4
504,15 Sep 2012 ,4
505,15 Sep 2012 ,8
506,15 Sep 2012 ,4
507,15 Sep 2012 ,4
508,15 Sep 2012 ,4
509,15 Sep 2012 ,2
510,15 Sep 2012 ,2
511,15 Sep 2012 ,4
512,15 Sep 2012 ,6
513,15 Sep 2012 ,2
514,15 Sep 2012 ,4
515,15 Sep 2012 ,8
516,15 Sep 2012 ,8
517,15 Sep 2012 ,4
518,15 Sep 2012 ,4
519,15 Sep 2012 ,2
520,15 Sep 2012 ,2
521,15 Sep 2012 ,2
522,15 Sep 2012 ,2
523,15 Sep 2012 ,2
524,15 Sep 2012 ,4
525,15 Sep 2012 ,2
526,15 Sep 2012 ,4
527,15 Sep 2012 ,4
528,16 Sep 2012 ,4
529,16 Sep 2012 ,2
530,16 Sep 2012 ,2
531,16 Sep 2012 ,2
532,16 Sep 2012 ,2
533,16 Sep 2012 ,2
534,16 Sep 2012 ,2
535,16 Sep 2012 ,2
536,16 Sep 2012 ,2
537,16 Sep 2012 ,4
538,16 Sep 2012 ,4
539,16 Sep 2012 ,8
540,16 Sep 2012 ,4
541,16 Sep 2012 ,2
542,16 Sep 2012 ,2
543,16 Sep 2012 ,2
544,16 Sep 2012 ,2
545,16 Sep 2012 ,6
546,16 Sep 2012 ,2
547,16 Sep 2012 ,2
548,16 Sep 2012 ,4
549,16 Sep 2012 ,2
550,16 Sep 2012 ,4
551,16 Sep 2012 ,2
552,17 Sep 2012 ,4
553,17 Sep 2012 ,2
554,17 Sep 2012 ,2
555,17 Sep 2012 ,2
556,17 Sep 2012 ,2
557,17 Sep 2012 ,2
558,17 Sep 2012 ,2
559,17 Sep 2012 ,2
560,17 Sep 2012 ,2
561,17 Sep 2012 ,4
562,17 Sep 2012 ,2
563,17 Sep 2012 ,4
564,17 Sep 2012 ,4
565,17 Sep 2012 ,2
566,17 Sep 2012 ,6
567,17 Sep 2012 ,6
568,17 Sep 2012 ,6
569,17 Sep 2012 ,8
570,17 Sep 2012 ,2
571,17 Sep 2012 ,2
572,17 Sep 2012 ,4
573,17 Sep 2012 ,4
574,17 Sep 2012 ,8
575,17 Sep 2012 ,10
576,18 Sep 2012 ,8
577,18 Sep 2012 ,14
578,18 Sep 2012 ,2
579,18 Sep 2012 ,8
580,18 Sep 2012 ,2
581,18 Sep 2012 ,2
582,18 Sep 2012 ,2
583,18 Sep 2012 ,6
584,18 Sep 2012 ,10
585,18 Sep 2012 ,12
586,18 Sep 2012 ,6
587,18 Sep 2012 ,8
588,18 Sep 2012 ,10
589,18 Sep 2012 ,12
590,18 Sep 2012 ,12
591,18 Sep 2012 ,2
592,18 Sep 2012 ,4
593,18 Sep 2012 ,4
594,18 Sep 2012 ,8
595,18 Sep 2012 ,6
596,18 Sep 2012 ,6
597,18 Sep 2012 ,12
598,18 Sep 2012 ,12
599,18 Sep 2012 ,20
600,19 Sep 2012 ,10
601,19 Sep 2012 ,16
602,19 Sep 2012 ,8
603,19 Sep 2012 ,4
604,19 Sep 2012 ,2
605,19 Sep 2012 ,2
606,19 Sep 2012 ,8
607,19 Sep 2012 ,2
608,19 Sep 2012 ,6
609,19 Sep 2012 ,6
610,19 Sep 2012 ,10
611,19 Sep 2012 ,8
612,19 Sep 2012 ,12
613,19 Sep 2012 ,2
614,19 Sep 2012 ,2
615,19 Sep 2012 ,8
616,19 Sep 2012 ,6
617,19 Sep 2012 ,10
618,19 Sep 2012 ,6
619,19 Sep 2012 ,4
620,19 Sep 2012 ,8
621,19 Sep 2012 ,6
622,19 Sep 2012 ,4
623,19 Sep 2012 ,8
624,20 Sep 2012 ,4
625,20 Sep 2012 ,8
626,20 Sep 2012 ,4
627,20 Sep 2012 ,2
628,20 Sep 2012 ,2
629,20 Sep 2012 ,4
630,20 Sep 2012 ,2
631,20 Sep 2012 ,4
632,20 Sep 2012 ,2
633,20 Sep 2012 ,4
634,20 Sep 2012 ,2
635,20 Sep 2012 ,4
636,20 Sep 2012 ,2
637,20 Sep 2012 ,4
638,20 Sep 2012 ,2
639,20 Sep 2012 ,10
640,20 Sep 2012 ,4
641,20 Sep 2012 ,2
642,20 Sep 2012 ,2
643,20 Sep 2012 ,2
644,20 Sep 2012 ,4
645,20 Sep 2012 ,2
646,20 Sep 2012 ,4
647,20 Sep 2012 ,4
648,21 Sep 2012 ,8
649,21 Sep 2012 ,6
650,21 Sep 2012 ,2
651,21 Sep 2012 ,4
652,21 Sep 2012 ,4
653,21 Sep 2012 ,2
654,21 Sep 2012 ,2
655,21 Sep 2012 ,2
656,21 Sep 2012 ,2
657,21 Sep 2012 ,4
658,21 Sep 2012 ,2
659,21 Sep 2012 ,4
660,21 Sep 2012 ,8
661,21 Sep 2012 ,4
662,21 Sep 2012 ,2
663,21 Sep 2012 ,4
664,21 Sep 2012 ,2
665,21 Sep 2012 ,2
666,21 Sep 2012 ,2
667,21 Sep 2012 ,4
668,21 Sep 2012 ,2
669,21 Sep 2012 ,4
670,21 Sep 2012 ,8
671,21 Sep 2012 ,6
672,22 Sep 2012 ,8
673,22 Sep 2012 ,4
674,22 Sep 2012 ,2
675,22 Sep 2012 ,2
676,22 Sep 2012 ,4
677,22 Sep 2012 ,4
678,22 Sep 2012 ,4
679,22 Sep 2012 ,2
680,22 Sep 2012 ,2
681,22 Sep 2012 ,4
682,22 Sep 2012 ,2
683,22 Sep 2012 ,6
684,22 Sep 2012 ,4
685,22 Sep 2012 ,4
686,22 Sep 2012 ,2
687,22 Sep 2012 ,2
688,22 Sep 2012 ,2
689,22 Sep 2012 ,4
690,22 Sep 2012 ,2
691,22 Sep 2012 ,2
692,22 Sep 2012 ,2
693,22 Sep 2012 ,4
694,22 Sep 2012 ,4
695,22 Sep 2012 ,2
696,23 Sep 2012 ,4
697,23 Sep 2012 ,4
698,23 Sep 2012 ,2
699,23 Sep 2012 ,4
700,23 Sep 2012 ,6
701,23 Sep 2012 ,2
702,23 Sep 2012 ,2
703,23 Sep 2012 ,2
704,23 Sep 2012 ,2
705,23 Sep 2012 ,2
706,23 Sep 2012 ,2
707,23 Sep 2012 ,6
708,23 Sep 2012 ,2
709,23 Sep 2012 ,4
710,23 Sep 2012 ,4
711,23 Sep 2012 ,8
712,23 Sep 2012 ,4
713,23 Sep 2012 ,6
714,23 Sep 2012 ,6
715,23 Sep 2012 ,8
716,23 Sep 2012 ,10
717,23 Sep 2012 ,4
718,23 Sep 2012 ,2
719,23 Sep 2012 ,6
720,24 Sep 2012 ,8
721,24 Sep 2012 ,10
722,24 Sep 2012 ,8
723,24 Sep 2012 ,2
724,24 Sep 2012 ,2
725,24 Sep 2012 ,4
726,24 Sep 2012 ,4
727,24 Sep 2012 ,4
728,24 Sep 2012 ,6
729,24 Sep 2012 ,10
730,24 Sep 2012 ,4
731,24 Sep 2012 ,6
732,24 Sep 2012 ,6
733,24 Sep 2012 ,8
734,24 Sep 2012 ,14
735,24 Sep 2012 ,6
736,24 Sep 2012 ,6
737,24 Sep 2012 ,2
738,24 Sep 2012 ,4
739,24 Sep 2012 ,6
740,24 Sep 2012 ,14
741,24 Sep 2012 ,10
742,24 Sep 2012 ,12
743,24 Sep 2012 ,6
744,25 Sep 2012 ,10
745,25 Sep 2012 ,14
746,25 Sep 2012 ,12
747,25 Sep 2012 ,2
748,25 Sep 2012 ,4
749,25 Sep 2012 ,2
750,25 Sep 2012 ,2
751,25 Sep 2012 ,2
752,25 Sep 2012 ,4
753,25 Sep 2012 ,6
754,25 Sep 2012 ,12
755,25 Sep 2012 ,10
756,25 Sep 2012 ,4
757,25 Sep 2012 ,4
758,25 Sep 2012 ,6
759,25 Sep 2012 ,8
760,25 Sep 2012 ,6
761,25 Sep 2012 ,4
762,25 Sep 2012 ,4
763,25 Sep 2012 ,14
764,25 Sep 2012 ,4
765,25 Sep 2012 ,10
766,25 Sep 2012 ,8
767,25 Sep 2012 ,8
768,26 Sep 2012 ,12
769,26 Sep 2012 ,6
770,26 Sep 2012 ,10
771,26 Sep 2012 ,8
772,26 Sep 2012 ,6
773,26 Sep 2012 ,4
774,26 Sep 2012 ,2
775,26 Sep 2012 ,2
776,26 Sep 2012 ,4
777,26 Sep 2012 ,6
778,26 Sep 2012 ,6
779,26 Sep 2012 ,6
780,26 Sep 2012 ,8
781,26 Sep 2012 ,4
782,26 Sep 2012 ,2
783,26 Sep 2012 ,4
784,26 Sep 2012 ,2
785,26 Sep 2012 ,2
786,26 Sep 2012 ,4
787,26 Sep 2012 ,4
788,26 Sep 2012 ,4
789,26 Sep 2012 ,2
790,26 Sep 2012 ,2
791,26 Sep 2012 ,8
792,27 Sep 2012 ,4
793,27 Sep 2012 ,2
794,27 Sep 2012 ,16
795,27 Sep 2012 ,6
796,27 Sep 2012 ,2
797,27 Sep 2012 ,6
798,27 Sep 2012 ,2
799,27 Sep 2012 ,2
800,27 Sep 2012 ,6
801,27 Sep 2012 ,4
802,27 Sep 2012 ,4
803,27 Sep 2012 ,4
804,27 Sep 2012 ,2
805,27 Sep 2012 ,4
806,27 Sep 2012 ,4
807,27 Sep 2012 ,4
808,27 Sep 2012 ,2
809,27 Sep 2012 ,4
810,27 Sep 2012 ,2
811,27 Sep 2012 ,2
812,27 Sep 2012 ,8
813,27 Sep 2012 ,4
814,27 Sep 2012 ,8
815,27 Sep 2012 ,2
816,28 Sep 2012 ,2
817,28 Sep 2012 ,2
818,28 Sep 2012 ,2
819,28 Sep 2012 ,4
820,28 Sep 2012 ,2
821,28 Sep 2012 ,2
822,28 Sep 2012 ,2
823,28 Sep 2012 ,2
824,28 Sep 2012 ,2
825,28 Sep 2012 ,2
826,28 Sep 2012 ,2
827,28 Sep 2012 ,6
828,28 Sep 2012 ,2
829,28 Sep 2012 ,2
830,28 Sep 2012 ,4
831,28 Sep 2012 ,6
832,28 Sep 2012 ,6
833,28 Sep 2012 ,6
834,28 Sep 2012 ,6
835,28 Sep 2012 ,2
836,28 Sep 2012 ,4
837,28 Sep 2012 ,4
838,28 Sep 2012 ,2
839,28 Sep 2012 ,4
840,29 Sep 2012 ,2
841,29 Sep 2012 ,2
842,29 Sep 2012 ,4
843,29 Sep 2012 ,2
844,29 Sep 2012 ,4
845,29 Sep 2012 ,2
846,29 Sep 2012 ,4
847,29 Sep 2012 ,2
848,29 Sep 2012 ,4
849,29 Sep 2012 ,2
850,29 Sep 2012 ,2
851,29 Sep 2012 ,4
852,29 Sep 2012 ,2
853,29 Sep 2012 ,4
854,29 Sep 2012 ,2
855,29 Sep 2012 ,2
856,29 Sep 2012 ,2
857,29 Sep 2012 ,4
858,29 Sep 2012 ,2
859,29 Sep 2012 ,2
860,29 Sep 2012 ,2
861,29 Sep 2012 ,2
862,29 Sep 2012 ,2
863,29 Sep 2012 ,2
864,30 Sep 2012 ,4
865,30 Sep 2012 ,2
866,30 Sep 2012 ,6
867,30 Sep 2012 ,6
868,30 Sep 2012 ,2
869,30 Sep 2012 ,2
870,30 Sep 2012 ,2
871,30 Sep 2012 ,2
872,30 Sep 2012 ,6
873,30 Sep 2012 ,4
874,30 Sep 2012 ,8
875,30 Sep 2012 ,16
876,30 Sep 2012 ,30
877,30 Sep 2012 ,58
878,30 Sep 2012 ,30
879,30 Sep 2012 ,18
880,30 Sep 2012 ,18
881,30 Sep 2012 ,12
882,30 Sep 2012 ,24
883,30 Sep 2012 ,16
884,30 Sep 2012 ,20
885,30 Sep 2012 ,10
886,30 Sep 2012 ,28
887,30 Sep 2012 ,32
888,10 Jan 2012 ,22
889,10 Jan 2012 ,6
890,10 Jan 2012 ,8
891,10 Jan 2012 ,4
892,10 Jan 2012 ,10
893,10 Jan 2012 ,8
894,10 Jan 2012 ,6
895,10 Jan 2012 ,4
896,10 Jan 2012 ,12
897,10 Jan 2012 ,14
898,10 Jan 2012 ,20
899,10 Jan 2012 ,10
900,10 Jan 2012 ,12
901,10 Jan 2012 ,16
902,10 Jan 2012 ,4
903,10 Jan 2012 ,6
904,10 Jan 2012 ,6
905,10 Jan 2012 ,18
906,10 Jan 2012 ,8
907,10 Jan 2012 ,6
908,10 Jan 2012 ,12
909,10 Jan 2012 ,14
910,10 Jan 2012 ,8
911,10 Jan 2012 ,14
912,10 Feb 2012 ,20
913,10 Feb 2012 ,10
914,10 Feb 2012 ,2
915,10 Feb 2012 ,2
916,10 Feb 2012 ,2
917,10 Feb 2012 ,2
918,10 Feb 2012 ,2
919,10 Feb 2012 ,4
920,10 Feb 2012 ,6
921,10 Feb 2012 ,12
922,10 Feb 2012 ,8
923,10 Feb 2012 ,10
924,10 Feb 2012 ,14
925,10 Feb 2012 ,10
926,10 Feb 2012 ,8
927,10 Feb 2012 ,4
928,10 Feb 2012 ,8
929,10 Feb 2012 ,2
930,10 Feb 2012 ,6
931,10 Feb 2012 ,10
932,10 Feb 2012 ,4
933,10 Feb 2012 ,6
934,10 Feb 2012 ,12
