Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Type,Item_Outlet_Sales
FDZ10,,Low Fat,0.044248175,Snack Foods,126.20200000000001,OUT027,Supermarket Type3,3668.558
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,Supermarket Type2,736.3748
NCF07,,Low Fat,0.031867464,Household,101.0016,OUT027,Supermarket Type3,2125.2336
NCD06,13.0,Low Fat,0.099729888,Household,46.306000000000004,OUT018,Supermarket Type2,559.2719999999999
NCT54,8.695,Low Fat,0.11972145099999999,Household,95.5094,OUT049,Supermarket Type1,1237.7222
FDM25,,Regular,0.060371962,Breakfast,174.0712,OUT027,Supermarket Type3,3866.9664
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,Supermarket Type2,1869.5664
FDV60,,Regular,0.11679292,Baking Goods,196.21099999999998,OUT027,Supermarket Type3,5499.508000000001
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,Supermarket Type1,925.462
FDV13,,Regular,0.02747716,Canned,87.9856,OUT027,Supermarket Type3,3251.7672
FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,Supermarket Type2,1134.5232
FDR04,7.075,Low Fat,0.0,Frozen Foods,98.0068,OUT018,Supermarket Type2,874.8612
FDM50,,Regular,0.029943462999999997,Canned,60.222,OUT027,Supermarket Type3,1677.816
FDY31,,Low Fat,0.043351895999999994,Fruits and Vegetables,146.6418,OUT027,Supermarket Type3,4414.254
DRQ35,,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,Supermarket Type3,5448.9072
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,Supermarket Type1,4950.8888
FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,Supermarket Type1,2404.2038
NCW17,,Low Fat,0.019292355,Health and Hygiene,129.9994,OUT027,Supermarket Type3,3340.9844
FDN60,,Low Fat,0.094697274,Baking Goods,158.4604,OUT027,Supermarket Type3,4278.4308
FDN58,,Regular,0.056596985,Snack Foods,230.9984,OUT027,Supermarket Type3,9267.936
FDO01,,Regular,0.020618324,Breakfast,129.3994,OUT027,Supermarket Type3,2055.9904
FDY49,,Regular,0.011953901999999999,Canned,164.5184,OUT027,Supermarket Type3,2807.0128
DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,Supermarket Type1,703.0848
FDL27,6.17,Low Fat,0.010647476999999999,Meat,66.3826,OUT049,Supermarket Type1,1937.4779999999998
NCO30,19.5,Low Fat,0.015749341,Household,182.2608,OUT049,Supermarket Type1,3307.6944
NCB07,19.2,Low Fat,0.077628053,Household,197.611,OUT049,Supermarket Type1,3142.5759999999996
FDX25,16.7,Low Fat,0.0,Canned,181.2292,OUT018,Supermarket Type2,2554.0088
FDP59,20.85,Regular,0.056695731,Breads,104.0648,OUT018,Supermarket Type2,1869.5664
FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,Supermarket Type1,1255.6988
FDN39,,Regular,0.065203103,Meat,166.0816,OUT027,Supermarket Type3,5033.448
FDJ56,,Low Fat,0.18251488100000002,Fruits and Vegetables,98.77,OUT027,Supermarket Type3,2696.49
DRN47,12.1,Low Fat,0.016895293000000002,Hard Drinks,178.56599999999997,OUT018,Supermarket Type2,898.83
FDT22,10.395,Low Fat,0.11227149800000001,Snack Foods,58.222,OUT049,Supermarket Type1,659.1419999999999
FDL51,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,Supermarket Type2,1286.3256
FDZ07,,Regular,0.0,Fruits and Vegetables,60.2194,OUT027,Supermarket Type3,1733.7432
FDW49,19.5,Low Fat,0.08288849599999999,Canned,178.6002,OUT018,Supermarket Type2,1253.7014
FDX31,,Regular,0.014753811,Fruits and Vegetables,231.7958,OUT027,Supermarket Type3,5375.0034
FDR43,,Low Fat,0.160707489,Fruits and Vegetables,38.019,OUT027,Supermarket Type3,1318.2839999999999
FDP51,13.85,Regular,0.085622362,Meat,119.4124,OUT018,Supermarket Type2,2251.7356
FDP22,,Regular,0.0,Snack Foods,52.6666,OUT027,Supermarket Type3,717.7324
FDQ56,6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,OUT049,Supermarket Type1,1677.816
FDN58,13.8,reg,0.056960814000000005,Snack Foods,230.0984,OUT049,Supermarket Type1,3707.1744
FDY34,10.5,Regular,0.011026593999999999,Snack Foods,166.4842,OUT018,Supermarket Type2,2652.5472
NCK31,,Low Fat,0.026916793999999997,Others,50.9666,OUT027,Supermarket Type3,717.7324
FDU45,,Regular,0.035334201,Snack Foods,115.3518,OUT027,Supermarket Type3,2277.036
FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,Supermarket Type1,5770.4886
DRP35,,Low Fat,0.090427268,Hard Drinks,126.2336,OUT027,Supermarket Type3,3195.84
FDZ38,17.6,Low Fat,0.008033611,Dairy,174.2422,OUT018,Supermarket Type2,4311.055
FDW43,20.1,Regular,0.022460102000000003,Fruits and Vegetables,226.8036,OUT049,Supermarket Type1,3415.554
FDA27,20.35,Regular,0.0,Dairy,256.7672,OUT018,Supermarket Type2,5624.6784
NCU41,18.85,Low Fat,0.05213575,Health and Hygiene,190.1846,OUT049,Supermarket Type1,6687.960999999999
FDY56,16.35,Regular,0.062508438,Fruits and Vegetables,227.1062,OUT049,Supermarket Type1,5642.655
FDV39,11.3,Low Fat,0.007309544,Meat,196.2426,OUT018,Supermarket Type2,4943.565
FDN32,17.5,Low Fat,0.015623753999999998,Fruits and Vegetables,182.6266,OUT018,Supermarket Type2,3135.2522
FDF10,15.5,Regular,0.15717236,Snack Foods,149.1418,OUT049,Supermarket Type1,588.5672
FDL51,20.7,Regular,0.047565208,Dairy,213.4876,OUT049,Supermarket Type1,1929.4884
NCJ18,12.35,Low Fat,0.16419682300000002,Household,120.5124,OUT049,Supermarket Type1,2133.2232
FDJ41,6.85,Low Fat,0.022976497000000002,Frozen Foods,261.6594,OUT018,Supermarket Type2,3401.5722
NCO54,,Low Fat,0.014205168,Household,56.7614,OUT027,Supermarket Type3,2486.763
FDZ13,7.84,Regular,0.15412025199999999,Canned,51.935,OUT018,Supermarket Type2,199.74
FDS26,,Low Fat,0.089035961,Dairy,260.5594,OUT027,Supermarket Type3,9158.079
DRB48,,Regular,0.024733134,Soft Drinks,40.2822,OUT027,Supermarket Type3,1296.3126
DRI51,17.25,Low Fat,0.042413704,Dairy,173.1764,OUT018,Supermarket Type2,4466.1864
FDR52,12.65,Regular,0.076354362,Frozen Foods,192.1846,OUT018,Supermarket Type2,1146.5076
FDU56,,Low Fat,0.0,Fruits and Vegetables,184.7266,OUT027,Supermarket Type3,8114.7704
FDT09,15.15,Regular,0.012282366000000001,Snack Foods,132.5284,OUT049,Supermarket Type1,1713.7692
FDN48,,Low Fat,0.064636203,Baking Goods,90.0804,OUT027,Supermarket Type3,2113.2492
FDO11,,Regular,0.030118337999999998,Breads,248.8092,OUT027,Supermarket Type3,3486.1288
FDV57,15.25,Regular,0.065999008,Snack Foods,177.96599999999998,OUT049,Supermarket Type1,2336.958
FDR56,,Regular,0.100277876,Fruits and Vegetables,196.8768,OUT027,Supermarket Type3,7094.7648
FDE16,8.895,Low Fat,0.026384672,Frozen Foods,208.9954,OUT049,Supermarket Type1,4584.6988
FDE53,,LF,0.026749991,Frozen Foods,106.928,OUT027,Supermarket Type3,2876.256
FDK24,9.195,Low Fat,0.0,Baking Goods,43.6744,OUT018,Supermarket Type2,407.4696
FDW31,11.35,Regular,0.043333912,Fruits and Vegetables,201.0742,OUT018,Supermarket Type2,2189.8162
FDK28,5.695,Low Fat,0.065857092,Frozen Foods,258.5646,OUT018,Supermarket Type2,4380.2982
DRD37,9.8,Low Fat,0.013898123,Soft Drinks,46.506,OUT018,Supermarket Type2,372.848
FDZ47,,Regular,0.078912473,Baking Goods,99.9042,OUT027,Supermarket Type3,3273.7386
NCJ54,,Low Fat,0.059776237,Household,231.7642,OUT027,Supermarket Type3,5344.3766
NCI29,8.6,Low Fat,0.032754431,Health and Hygiene,140.5154,OUT018,Supermarket Type2,283.6308
FDC15,18.1,Low Fat,0.17824575,Dairy,158.1288,OUT049,Supermarket Type1,3299.7048
FDO19,,Regular,0.016516275,Fruits and Vegetables,47.4034,OUT027,Supermarket Type3,2187.153
FDV37,,Regular,0.083109455,Canned,195.8426,OUT027,Supermarket Type3,5734.5354
FDI27,8.71,Regular,0.04605781,Dairy,43.8744,OUT049,Supermarket Type1,633.8416
FDW44,9.5,Regular,0.035205866,Fruits and Vegetables,171.3448,OUT049,Supermarket Type1,2386.2272
NCQ43,,Low Fat,0.110762642,Others,108.5912,OUT027,Supermarket Type3,1637.868
FDZ22,,Low Fat,0.045050674000000006,Snack Foods,84.925,OUT027,Supermarket Type3,1747.725
DRH13,8.575,Low Fat,0.023983257999999997,Soft Drinks,106.32799999999999,OUT018,Supermarket Type2,958.752
FDJ20,20.7,Regular,0.100330684,Fruits and Vegetables,123.4388,OUT049,Supermarket Type1,1238.388
FDL25,6.92,Regular,0.131128467,Breakfast,93.1804,OUT049,Supermarket Type1,1561.9668
FDD40,20.25,Regular,0.014816356000000001,Dairy,194.1162,OUT049,Supermarket Type1,3848.324
NCM41,16.5,Low Fat,0.035801238,Health and Hygiene,92.61200000000001,OUT018,Supermarket Type2,559.2719999999999
FDC53,8.68,Low Fat,0.008871687,Frozen Foods,99.7384,OUT018,Supermarket Type2,295.6152
FDQ09,7.235,Low Fat,0.058369013,Snack Foods,115.2834,OUT018,Supermarket Type2,1267.0174
NCV42,6.26,Low Fat,0.031470832000000004,Household,110.2228,OUT049,Supermarket Type1,1547.3192
FDW03,5.63,Regular,0.024579432000000002,Meat,105.3306,OUT049,Supermarket Type1,1045.306
FDC17,12.15,Low Fat,0.015523707,Frozen Foods,212.0928,OUT018,Supermarket Type2,2735.1064
FDO44,,Low Fat,0.087029712,Fruits and Vegetables,109.2228,OUT027,Supermarket Type3,3205.1612
FDU04,7.93,Low Fat,0.0,Frozen Foods,123.2414,OUT018,Supermarket Type2,487.3656
FDL46,,Low Fat,0.053795154000000005,Snack Foods,117.7466,OUT027,Supermarket Type3,1414.1592
FDN27,20.85,Low Fat,0.0,Meat,115.1808,OUT018,Supermarket Type2,1054.6272
FDZ52,19.2,Low Fat,0.10023011400000001,Frozen Foods,112.9886,OUT049,Supermarket Type1,1667.829
FDC11,,LF,0.141106202,Starchy Foods,87.9172,OUT027,Supermarket Type3,3836.3396
FDP13,8.1,Regular,0.134532392,Canned,39.448,OUT049,Supermarket Type1,878.8560000000001
FDP24,20.6,LF,0.083133128,Baking Goods,120.1756,OUT049,Supermarket Type1,1332.9316
NCQ42,20.35,Low Fat,0.039428167,Household,127.9678,OUT018,Supermarket Type2,3560.6984
FDY59,8.195,Low Fat,0.0,Baking Goods,93.1462,OUT018,Supermarket Type2,647.8234
FDT32,19.0,Regular,0.06590129900000001,Fruits and Vegetables,188.7214,OUT018,Supermarket Type2,1695.7926
FDK20,12.6,Regular,0.041622264,Fruits and Vegetables,124.0072,OUT049,Supermarket Type1,4042.7376
FDX09,,Low Fat,0.064933297,Snack Foods,174.83700000000002,OUT027,Supermarket Type3,4763.799
DRI37,,Low Fat,0.107076832,Soft Drinks,58.7904,OUT027,Supermarket Type3,1288.9888
FDU13,8.355,Low Fat,0.18832266399999997,Canned,148.5418,OUT018,Supermarket Type2,2207.127
FDT32,,Regular,0.065316099,Fruits and Vegetables,189.9214,OUT027,Supermarket Type3,5087.3778
FDC46,,Low Fat,0.11597812199999999,Snack Foods,183.4266,OUT027,Supermarket Type3,7192.6374
FDY51,12.5,Low Fat,0.081465335,Meat,220.7798,OUT018,Supermarket Type2,6611.394
DRG39,14.15,Low Fat,0.042352822000000005,Dairy,51.6982,OUT018,Supermarket Type2,1262.3568
NCG43,20.2,Low Fat,0.074541867,Household,94.1462,OUT018,Supermarket Type2,1758.3778
DRF01,5.655,Low Fat,0.175352413,Soft Drinks,147.4102,OUT049,Supermarket Type1,2478.7734
DRF15,18.35,Low Fat,0.03334929,Dairy,155.034,OUT018,Supermarket Type2,1990.7420000000002
FDB56,8.75,Regular,0.074931201,Fruits and Vegetables,187.6556,OUT018,Supermarket Type2,938.778
FDD03,13.3,Low Fat,0.080131363,Dairy,234.03,OUT018,Supermarket Type2,4194.54
FDW22,9.695,Regular,0.03033748,Snack Foods,222.9114,OUT049,Supermarket Type1,5764.4964
FDA34,,Low Fat,0.014788593999999999,Starchy Foods,174.408,OUT027,Supermarket Type3,7443.644
FDD29,12.15,Low Fat,0.018485511,Frozen Foods,253.1698,OUT018,Supermarket Type2,1522.0188
FDL02,20.0,Regular,0.10424519800000001,Canned,105.3622,OUT049,Supermarket Type1,1270.3464
FDO51,,Regular,0.041779181,Meat,43.4112,OUT027,Supermarket Type3,1107.8912
DRK23,8.395,Low Fat,0.07226985,Hard Drinks,254.104,OUT018,Supermarket Type2,3542.0559999999996
FDO27,6.175,Regular,0.17980696100000002,Meat,95.2752,OUT018,Supermarket Type2,1534.0032
FDB16,8.21,Low Fat,0.044995630999999994,Dairy,89.2198,OUT049,Supermarket Type1,1308.297
NCB18,19.6,Low Fat,0.041459372,Household,89.6514,OUT018,Supermarket Type2,1239.7196
FDR16,5.845,Regular,0.10544580099999999,Frozen Foods,214.4218,OUT018,Supermarket Type2,1496.0526
FDF44,7.17,Regular,0.05997133,Fruits and Vegetables,132.1968,OUT018,Supermarket Type2,2870.9296
FDK15,10.8,Low Fat,0.098566832,Meat,98.3042,OUT049,Supermarket Type1,1488.0629999999999
FDJ08,11.1,Low Fat,0.11084417,Fruits and Vegetables,189.2846,OUT049,Supermarket Type1,5159.2842
FDS10,,Low Fat,0.035015199999999996,Snack Foods,182.0318,OUT027,Supermarket Type3,5954.2494
FDJ55,12.8,Regular,0.023567538,Meat,226.8404,OUT049,Supermarket Type1,4500.808
FDX33,,Regular,0.116915909,Snack Foods,159.4578,OUT027,Supermarket Type3,4974.1918
FDC33,,Regular,0.068604503,Fruits and Vegetables,197.3768,OUT027,Supermarket Type3,7488.9184
NCV54,,Low Fat,0.03294861,Household,116.8124,OUT027,Supermarket Type3,2488.7604
NCU17,5.32,Low Fat,0.09302771800000001,Health and Hygiene,101.4674,OUT049,Supermarket Type1,2954.1546
DRH25,,Low Fat,0.014522363,Soft Drinks,50.2324,OUT027,Supermarket Type3,1298.31
FDF14,7.55,Low Fat,0.027212057999999997,Canned,152.734,OUT049,Supermarket Type1,2756.4120000000003
FDH21,10.395,Low Fat,0.031273559,Seafood,160.0604,OUT049,Supermarket Type1,1267.6832
FDG21,17.35,Regular,0.14689586599999999,Seafood,149.605,OUT018,Supermarket Type2,3745.125
NCQ38,16.35,Low Fat,0.013420878999999998,Others,104.82799999999999,OUT018,Supermarket Type2,1810.976
FDI28,14.3,Low Fat,0.026428924,Frozen Foods,78.2302,OUT018,Supermarket Type2,554.6114
FDA03,,Regular,0.045243612999999995,Dairy,146.8102,OUT027,Supermarket Type3,3499.4448
FDO52,,Regular,0.076790922,Frozen Foods,172.1106,OUT027,Supermarket Type3,2566.659
FDP13,,Regular,0.133673087,Canned,41.548,OUT027,Supermarket Type3,918.804
FDV02,,Low Fat,0.060252433,Dairy,170.7106,OUT027,Supermarket Type3,3079.9908
FDS28,8.18,reg,0.08252970400000001,Frozen Foods,56.9588,OUT049,Supermarket Type1,744.3644
DRK23,8.395,Low Fat,0.072088552,Hard Drinks,253.704,OUT049,Supermarket Type1,4554.072
FDA10,20.35,Low Fat,0.0,Snack Foods,120.9072,OUT049,Supermarket Type1,1470.0864
FDE38,,Low Fat,0.044391149000000005,Canned,164.3842,OUT027,Supermarket Type3,4476.1734
NCQ42,20.35,Low Fat,0.039329257,Household,127.6678,OUT049,Supermarket Type1,2924.8594
FDO15,16.75,Regular,0.008579863,Meat,72.3038,OUT049,Supermarket Type1,960.7494
FDV56,,Regular,0.013529883999999999,Fruits and Vegetables,106.2596,OUT027,Supermarket Type3,1402.1748
FDC04,,Low Fat,0.044767800999999996,Dairy,241.8854,OUT027,Supermarket Type3,4592.0226
FDK43,9.8,Low Fat,0.026950104,Meat,128.40200000000002,OUT018,Supermarket Type2,1265.02
FDU44,12.15,Regular,0.058516562,Fruits and Vegetables,164.1552,OUT049,Supermarket Type1,5198.5664
FDU16,19.25,Regular,0.058365705999999996,Frozen Foods,82.1908,OUT049,Supermarket Type1,2432.8332
FDW01,,Low Fat,0.06375030200000001,Canned,153.4682,OUT027,Supermarket Type3,2287.0229999999997
FDC10,,Regular,0.07252476,Snack Foods,120.3098,OUT027,Supermarket Type3,1687.1372
FDG24,,Low Fat,0.014560297,Baking Goods,81.425,OUT027,Supermarket Type3,1331.6
FDO04,,Low Fat,0.026408697999999998,Frozen Foods,53.2614,OUT027,Supermarket Type3,607.8754
NCO06,19.25,Low Fat,0.10847050400000001,Household,33.4558,OUT018,Supermarket Type2,441.4254
FDS33,,Regular,0.122830885,Snack Foods,86.9514,OUT027,Supermarket Type3,3364.9532
FDW49,19.5,Low Fat,0.0,Canned,179.3002,OUT049,Supermarket Type1,2328.3026
NCJ29,,Low Fat,0.035022502999999996,Health and Hygiene,85.1224,OUT027,Supermarket Type3,2045.3376
FDZ01,,Regular,0.009014978,Canned,102.699,OUT027,Supermarket Type3,3095.97
FDG44,6.13,Low Fat,0.102607233,Fruits and Vegetables,54.0298,OUT018,Supermarket Type2,808.947
FDO36,,Low Fat,0.07753654,Baking Goods,180.86599999999999,OUT027,Supermarket Type3,3235.788
FDN12,,LF,0.08071118,Baking Goods,113.1544,OUT027,Supermarket Type3,3355.632
NCJ30,5.82,Low Fat,0.080968973,Household,171.37900000000002,OUT018,Supermarket Type2,2037.348
FDB09,16.25,Low Fat,0.057485327999999995,Fruits and Vegetables,126.2046,OUT049,Supermarket Type1,1867.569
FDL24,,Regular,0.024776026,Baking Goods,172.3422,OUT027,Supermarket Type3,7759.899
FDR58,,Low Fat,0.041718456,Snack Foods,94.5462,OUT027,Supermarket Type3,2868.9322
FDQ15,,Regular,0.150341867,Meat,83.1276,OUT027,Supermarket Type3,1868.2348
DRP35,18.85,Low Fat,0.091008572,Hard Drinks,129.6336,OUT049,Supermarket Type1,3195.84
FDS44,12.65,Regular,0.156286566,Fruits and Vegetables,238.9538,OUT049,Supermarket Type1,4086.0146
NCI54,15.2,Low Fat,0.033735909,Household,110.9912,OUT018,Supermarket Type2,1856.2504
FDH40,,Regular,0.078547351,Frozen Foods,79.3276,OUT027,Supermarket Type3,1380.8692
FDA21,13.65,Low Fat,0.036107198,Snack Foods,184.4924,OUT018,Supermarket Type2,5182.5872
NCK17,,Low Fat,0.037711338,Health and Hygiene,41.548,OUT027,Supermarket Type3,1358.2320000000002
FDD36,,Low Fat,0.021170542,Baking Goods,117.6124,OUT027,Supermarket Type3,2251.7356
NCM19,,Low Fat,0.047008497,Others,112.0202,OUT027,Supermarket Type3,5063.409000000001
FDS31,13.1,reg,0.0,Fruits and Vegetables,178.9318,OUT049,Supermarket Type1,3067.3406
DRG15,6.13,Low Fat,0.07685520700000001,Dairy,59.3536,OUT049,Supermarket Type1,1470.0864
NCR17,9.8,Low Fat,0.024482643999999998,Health and Hygiene,116.2492,OUT018,Supermarket Type2,2896.23
