ID,timestamp,Count
242,1333936800,4
243,1333940400,2
244,1333944000,2
245,1333947600,2
246,1333951200,2
247,1333954800,2
248,1333958400,2
249,1333962000,4
250,1333965600,2
251,1333969200,2
252,1333972800,4
253,1333976400,2
254,1333980000,2
255,1333983600,4
256,1333987200,2
257,1333990800,2
258,1333994400,2
259,1333998000,2
260,1334001600,4
261,1334005200,4
262,1334008800,4
263,1334012400,4
264,1336521600,2
265,1336525200,4
266,1336528800,10
267,1336532400,4
268,1336536000,4
269,1336539600,2
270,1336543200,2
271,1336546800,2
272,1336550400,2
273,1336554000,4
274,1336557600,4
275,1336561200,2
276,1336564800,6
277,1336568400,2
278,1336572000,2
279,1336575600,4
280,1336579200,2
281,1336582800,2
282,1336586400,2
283,1336590000,8
284,1336593600,4
285,1336597200,8
286,1336600800,14
287,1336604400,8
288,1339200000,6
289,1339203600,2
290,1339207200,2
291,1339210800,2
292,1339214400,2
293,1339218000,2
294,1339221600,4
295,1339225200,6
296,1339228800,2
297,1339232400,6
298,1339236000,2
299,1339239600,6
300,1339243200,8
301,1339246800,6
302,1339250400,6
303,1339254000,6
304,1339257600,6
305,1339261200,2
306,1339264800,4
307,1339268400,2
308,1339272000,6
309,1339275600,2
310,1339279200,6
311,1339282800,4
312,1341792000,4
313,1341795600,2
314,1341799200,4
315,1341802800,2
316,1341806400,2
317,1341810000,2
318,1341813600,2
319,1341817200,2
320,1341820800,2
321,1341824400,4
322,1341828000,4
323,1341831600,2
324,1341835200,4
325,1341838800,2
326,1341842400,2
327,1341846000,2
328,1341849600,4
329,1341853200,6
330,1341856800,4
331,1341860400,2
332,1341864000,2
333,1341867600,4
334,1341871200,2
335,1341874800,2
336,1344470400,2
337,1344474000,36
338,1344477600,2
339,1344481200,4
340,1344484800,2
341,1344488400,2
342,1344492000,2
343,1344495600,2
344,1344499200,2
345,1344502800,2
346,1344506400,2
347,1344510000,2
348,1344513600,4
349,1344517200,4
350,1344520800,4
351,1344524400,2
352,1344528000,4
353,1344531600,2
354,1344535200,6
355,1344538800,2
356,1344542400,2
357,1344546000,4
358,1344549600,4
359,1344553200,2
360,1347148800,2
361,1347152400,2
362,1347156000,2
363,1347159600,2
364,1347163200,2
365,1347166800,2
366,1347170400,2
367,1347174000,2
368,1347177600,2
369,1347181200,4
370,1347184800,8
371,1347188400,4
372,1347192000,4
373,1347195600,6
374,1347199200,2
375,1347202800,4
376,1347206400,2
377,1347210000,2
378,1347213600,4
379,1347217200,2
380,1347220800,2
381,1347224400,2
382,1347228000,2
383,1347231600,2
384,1349740800,2
385,1349744400,2
386,1349748000,2
387,1349751600,2
388,1349755200,2
389,1349758800,2
390,1349762400,2
391,1349766000,2
392,1349769600,2
393,1349773200,2
394,1349776800,2
395,1349780400,2
396,1349784000,4
397,1349787600,2
398,1349791200,2
399,1349794800,2
400,1349798400,2
401,1349802000,6
402,1349805600,2
403,1349809200,2
404,1349812800,2
405,1349816400,4
406,1349820000,8
407,1349823600,4
408,1352419200,6
409,1352422800,2
410,1352426400,2
411,1352430000,2
412,1352433600,2
413,1352437200,2
414,1352440800,2
415,1352444400,4
416,1352448000,2
417,1352451600,2
418,1352455200,2
419,1352458800,2
420,1352462400,2
421,1352466000,2
422,1352469600,2
423,1352473200,2
424,1352476800,2
425,1352480400,2
426,1352484000,2
427,1352487600,2
428,1352491200,2
429,1352494800,2
430,1352498400,6
431,1352502000,2
432,1355011200,8
433,1355014800,2
434,1355018400,2
435,1355022000,2
436,1355025600,2
437,1355029200,2
438,1355032800,2
439,1355036400,2
440,1355040000,4
441,1355043600,6
442,1355047200,4
443,1355050800,4
444,1355054400,4
445,1355058000,2
446,1355061600,2
447,1355065200,4
448,1355068800,6
449,1355072400,2
450,1355076000,2
451,1355079600,4
452,1355083200,2
453,1355086800,6
454,1355090400,8
455,1355094000,2
456,1347494400,2
457,1347498000,6
458,1347501600,2
459,1347505200,2
460,1347508800,2
461,1347512400,2
462,1347516000,2
463,1347519600,2
464,1347523200,2
465,1347526800,2
466,1347530400,4
467,1347534000,2
468,1347537600,4
469,1347541200,2
470,1347544800,2
471,1347548400,2
472,1347552000,4
473,1347555600,2
474,1347559200,4
475,1347562800,4
476,1347566400,4
477,1347570000,2
478,1347573600,8
479,1347577200,4
480,1347580800,4
481,1347584400,2
482,1347588000,2
483,1347591600,2
484,1347595200,2
485,1347598800,2
486,1347602400,2
487,1347606000,2
488,1347609600,2
489,1347613200,2
490,1347616800,8
491,1347620400,6
492,1347624000,2
493,1347627600,4
494,1347631200,6
495,1347634800,4
496,1347638400,4
497,1347642000,2
498,1347645600,4
499,1347649200,6
500,1347652800,4
501,1347656400,4
502,1347660000,4
503,1347663600,4
504,1347667200,4
505,1347670800,8
506,1347674400,4
507,1347678000,4
508,1347681600,4
509,1347685200,2
510,1347688800,2
511,1347692400,4
512,1347696000,6
513,1347699600,2
514,1347703200,4
515,1347706800,8
516,1347710400,8
517,1347714000,4
518,1347717600,4
519,1347721200,2
520,1347724800,2
521,1347728400,2
522,1347732000,2
523,1347735600,2
524,1347739200,4
525,1347742800,2
526,1347746400,4
527,1347750000,4
528,1347753600,4
529,1347757200,2
530,1347760800,2
531,1347764400,2
532,1347768000,2
533,1347771600,2
534,1347775200,2
535,1347778800,2
536,1347782400,2
537,1347786000,4
538,1347789600,4
539,1347793200,8
540,1347796800,4
541,1347800400,2
542,1347804000,2
543,1347807600,2
544,1347811200,2
545,1347814800,6
546,1347818400,2
547,1347822000,2
548,1347825600,4
549,1347829200,2
550,1347832800,4
551,1347836400,2
552,1347840000,4
553,1347843600,2
554,1347847200,2
555,1347850800,2
556,1347854400,2
557,1347858000,2
558,1347861600,2
559,1347865200,2
560,1347868800,2
561,1347872400,4
562,1347876000,2
563,1347879600,4
564,1347883200,4
565,1347886800,2
566,1347890400,6
567,1347894000,6
568,1347897600,6
569,1347901200,8
570,1347904800,2
571,1347908400,2
572,1347912000,4
573,1347915600,4
574,1347919200,8
575,1347922800,10
576,1347926400,8
577,1347930000,14
578,1347933600,2
579,1347937200,8
580,1347940800,2
581,1347944400,2
582,1347948000,2
583,1347951600,6
584,1347955200,10
585,1347958800,12
586,1347962400,6
587,1347966000,8
588,1347969600,10
589,1347973200,12
590,1347976800,12
591,1347980400,2
592,1347984000,4
593,1347987600,4
594,1347991200,8
595,1347994800,6
596,1347998400,6
597,1348002000,12
598,1348005600,12
599,1348009200,20
600,1348012800,10
601,1348016400,16
602,1348020000,8
603,1348023600,4
604,1348027200,2
605,1348030800,2
606,1348034400,8
607,1348038000,2
608,1348041600,6
609,1348045200,6
610,1348048800,10
611,1348052400,8
612,1348056000,12
613,1348059600,2
614,1348063200,2
615,1348066800,8
616,1348070400,6
617,1348074000,10
618,1348077600,6
619,1348081200,4
620,1348084800,8
621,1348088400,6
622,1348092000,4
623,1348095600,8
624,1348099200,4
625,1348102800,8
626,1348106400,4
627,1348110000,2
628,1348113600,2
629,1348117200,4
630,1348120800,2
631,1348124400,4
632,1348128000,2
633,1348131600,4
634,1348135200,2
635,1348138800,4
636,1348142400,2
637,1348146000,4
638,1348149600,2
639,1348153200,10
640,1348156800,4
641,1348160400,2
642,1348164000,2
643,1348167600,2
644,1348171200,4
645,1348174800,2
646,1348178400,4
647,1348182000,4
648,1348185600,8
649,1348189200,6
650,1348192800,2
651,1348196400,4
652,1348200000,4
653,1348203600,2
654,1348207200,2
655,1348210800,2
656,1348214400,2
657,1348218000,4
658,1348221600,2
659,1348225200,4
660,1348228800,8
661,1348232400,4
662,1348236000,2
663,1348239600,4
664,1348243200,2
665,1348246800,2
666,1348250400,2
667,1348254000,4
668,1348257600,2
669,1348261200,4
670,1348264800,8
671,1348268400,6
672,1348272000,8
673,1348275600,4
674,1348279200,2
675,1348282800,2
676,1348286400,4
677,1348290000,4
678,1348293600,4
679,1348297200,2
680,1348300800,2
681,1348304400,4
682,1348308000,2
683,1348311600,6
684,1348315200,4
685,1348318800,4
686,1348322400,2
687,1348326000,2
688,1348329600,2
689,1348333200,4
690,1348336800,2
691,1348340400,2
692,1348344000,2
693,1348347600,4
694,1348351200,4
695,1348354800,2
696,1348358400,4
697,1348362000,4
698,1348365600,2
699,1348369200,4
700,1348372800,6
701,1348376400,2
702,1348380000,2
703,1348383600,2
704,1348387200,2
705,1348390800,2
706,1348394400,2
707,1348398000,6
708,1348401600,2
709,1348405200,4
710,1348408800,4
711,1348412400,8
712,1348416000,4
713,1348419600,6
714,1348423200,6
715,1348426800,8
716,1348430400,10
717,1348434000,4
718,1348437600,2
719,1348441200,6
720,1348444800,8
721,1348448400,10
722,1348452000,8
723,1348455600,2
724,1348459200,2
725,1348462800,4
726,1348466400,4
727,1348470000,4
728,1348473600,6
729,1348477200,10
730,1348480800,4
731,1348484400,6
732,1348488000,6
733,1348491600,8
734,1348495200,14
735,1348498800,6
736,1348502400,6
737,1348506000,2
738,1348509600,4
739,1348513200,6
740,1348516800,14
741,1348520400,10
742,1348524000,12
743,1348527600,6
744,1348531200,10
745,1348534800,14
746,1348538400,12
747,1348542000,2
748,1348545600,4
749,1348549200,2
750,1348552800,2
751,1348556400,2
752,1348560000,4
753,1348563600,6
754,1348567200,12
755,1348570800,10
756,1348574400,4
757,1348578000,4
758,1348581600,6
759,1348585200,8
760,1348588800,6
761,1348592400,4
762,1348596000,4
763,1348599600,14
764,1348603200,4
765,1348606800,10
766,1348610400,8
767,1348614000,8
768,1348617600,12
769,1348621200,6
770,1348624800,10
771,1348628400,8
772,1348632000,6
773,1348635600,4
774,1348639200,2
775,1348642800,2
776,1348646400,4
777,1348650000,6
778,1348653600,6
779,1348657200,6
780,1348660800,8
781,1348664400,4
782,1348668000,2
783,1348671600,4
784,1348675200,2
785,1348678800,2
786,1348682400,4
787,1348686000,4
788,1348689600,4
789,1348693200,2
790,1348696800,2
791,1348700400,8
792,1348704000,4
793,1348707600,2
794,1348711200,16
795,1348714800,6
796,1348718400,2
797,1348722000,6
798,1348725600,2
799,1348729200,2
800,1348732800,6
801,1348736400,4
802,1348740000,4
803,1348743600,4
804,1348747200,2
805,1348750800,4
806,1348754400,4
807,1348758000,4
808,1348761600,2
809,1348765200,4
810,1348768800,2
811,1348772400,2
812,1348776000,8
813,1348779600,4
814,1348783200,8
815,1348786800,2
816,1348790400,2
817,1348794000,2
818,1348797600,2
819,1348801200,4
820,1348804800,2
821,1348808400,2
822,1348812000,2
823,1348815600,2
824,1348819200,2
825,1348822800,2
826,1348826400,2
827,1348830000,6
828,1348833600,2
829,1348837200,2
830,1348840800,4
831,1348844400,6
832,1348848000,6
833,1348851600,6
834,1348855200,6
835,1348858800,2
836,1348862400,4
837,1348866000,4
838,1348869600,2
839,1348873200,4
840,1348876800,2
841,1348880400,2
842,1348884000,4
843,1348887600,2
844,1348891200,4
845,1348894800,2
846,1348898400,4
847,1348902000,2
848,1348905600,4
849,1348909200,2
850,1348912800,2
851,1348916400,4
852,1348920000,2
853,1348923600,4
854,1348927200,2
855,1348930800,2
856,1348934400,2
857,1348938000,4
858,1348941600,2
859,1348945200,2
860,1348948800,2
861,1348952400,2
862,1348956000,2
863,1348959600,2
864,1348963200,4
865,1348966800,2
866,1348970400,6
867,1348974000,6
868,1348977600,2
869,1348981200,2
870,1348984800,2
871,1348988400,2
872,1348992000,6
873,1348995600,4
874,1348999200,8
875,1349002800,16
876,1349006400,30
877,1349010000,58
878,1349013600,30
879,1349017200,18
880,1349020800,18
881,1349024400,12
882,1349028000,24
883,1349031600,16
884,1349035200,20
885,1349038800,10
886,1349042400,28
887,1349046000,32
888,1326153600,22
889,1326157200,6
890,1326160800,8
891,1326164400,4
892,1326168000,10
893,1326171600,8
894,1326175200,6
895,1326178800,4
896,1326182400,12
897,1326186000,14
898,1326189600,20
899,1326193200,10
900,1326196800,12
901,1326200400,16
902,1326204000,4
903,1326207600,6
904,1326211200,6
905,1326214800,18
906,1326218400,8
907,1326222000,6
908,1326225600,12
909,1326229200,14
910,1326232800,8
911,1326236400,14
912,1328832000,20
913,1328835600,10
914,1328839200,2
915,1328842800,2
916,1328846400,2
917,1328850000,2
918,1328853600,2
919,1328857200,4
920,1328860800,6
921,1328864400,12
922,1328868000,8
923,1328871600,10
924,1328875200,14
925,1328878800,10
926,1328882400,8
927,1328886000,4
928,1328889600,8
929,1328893200,2
930,1328896800,6
931,1328900400,10
932,1328904000,4
933,1328907600,6
934,1328911200,12
935,1328914800,2
936,1331337600,6
937,1331341200,2
938,1331344800,2
939,1331348400,2
940,1331352000,4
941,1331355600,2
942,1331359200,4
943,1331362800,2
944,1331366400,6
945,1331370000,4
946,1331373600,12
947,1331377200,8
948,1331380800,2
949,1331384400,6
950,1331388000,4
951,1331391600,4
952,1331395200,6
953,1331398800,6
954,1331402400,6
955,1331406000,6
956,1331409600,8
957,1331413200,6
958,1331416800,4
959,1331420400,4
960,1334016000,2
961,1334019600,14
962,1334023200,6
963,1334026800,2
964,1334030400,2
965,1334034000,2
966,1334037600,12
967,1334041200,4
968,1334044800,4
969,1334048400,10
970,1334052000,18
971,1334055600,20
972,1334059200,8
973,1334062800,4
974,1334066400,6
975,1334070000,6
976,1334073600,2
977,1334077200,8
978,1334080800,2
979,1334084400,10
980,1334088000,6
981,1334091600,4
982,1334095200,4
983,1334098800,4
984,1336608000,8
985,1336611600,6
986,1336615200,2
987,1336618800,2
988,1336622400,2
989,1336626000,2
990,1336629600,2
991,1336633200,8
992,1336636800,8
993,1336640400,8
994,1336644000,8
995,1336647600,10
996,1336651200,4
997,1336654800,8
998,1336658400,12
999,1336662000,6
1000,1336665600,6
1001,1336669200,6
1002,1336672800,2
1003,1336676400,4
1004,1336680000,6
1005,1336683600,2
1006,1336687200,4
1007,1336690800,8
1008,1339286400,8
1009,1339290000,2
1010,1339293600,2
1011,1339297200,2
1012,1339300800,2
1013,1339304400,2
1014,1339308000,2
1015,1339311600,2
1016,1339315200,4
1017,1339318800,6
1018,1339322400,6
1019,1339326000,14
1020,1339329600,6
1021,1339333200,8
1022,1339336800,10
1023,1339340400,8
1024,1339344000,2
1025,1339347600,2
1026,1339351200,2
1027,1339354800,4
1028,1339358400,6
1029,1339362000,4
1030,1339365600,4
1031,1339369200,10
1032,1341878400,4
1033,1341882000,6
1034,1341885600,4
1035,1341889200,8
1036,1341892800,4
1037,1341896400,10
1038,1341900000,8
1039,1341903600,6
1040,1341907200,4
1041,1341910800,10
1042,1341914400,10
1043,1341918000,8
1044,1341921600,10
1045,1341925200,12
1046,1341928800,4
1047,1341932400,6
1048,1341936000,4
1049,1341939600,6
1050,1341943200,6
1051,1341946800,6
1052,1341950400,6
1053,1341954000,14
1054,1341957600,6
1055,1341961200,6
1056,1344556800,4
1057,1344560400,10
1058,1344564000,4
1059,1344567600,2
1060,1344571200,12
1061,1344574800,4
1062,1344578400,6
1063,1344582000,16
1064,1344585600,10
1065,1344589200,18
1066,1344592800,18
1067,1344596400,32
1068,1344600000,38
1069,1344603600,24
1070,1344607200,18
1071,1344610800,26
1072,1344614400,24
1073,1344618000,20
1074,1344621600,20
1075,1344625200,38
1076,1344628800,22
1077,1344632400,18
1078,1344636000,16
1079,1344639600,14
1080,1347235200,18
1081,1347238800,10
1082,1347242400,2
1083,1347246000,2
1084,1347249600,4
1085,1347253200,6
1086,1347256800,4
1087,1347260400,4
1088,1347264000,8
1089,1347267600,8
1090,1347271200,4
1091,1347274800,4
1092,1347278400,4
1093,1347282000,2
1094,1347285600,2
1095,1347289200,6
1096,1347292800,4
1097,1347296400,6
1098,1347300000,8
1099,1347303600,10
1100,1347307200,2
1101,1347310800,2
1102,1347314400,14
1103,1347318000,6
1104,1349827200,6
1105,1349830800,6
1106,1349834400,6
1107,1349838000,6
1108,1349841600,4
1109,1349845200,4
1110,1349848800,4
1111,1349852400,4
1112,1349856000,16
1113,1349859600,16
1114,1349863200,46
1115,1349866800,34
1116,1349870400,20
1117,1349874000,26
1118,1349877600,14
1119,1349881200,8
1120,1349884800,18
1121,1349888400,20
1122,1349892000,12
1123,1349895600,28
1124,1349899200,8
1125,1349902800,10
1126,1349906400,16
1127,1349910000,10
1128,1352505600,4
1129,1352509200,4
1130,1352512800,4
1131,1352516400,2
1132,1352520000,4
1133,1352523600,6
1134,1352527200,4
1135,1352530800,6
1136,1352534400,6
1137,1352538000,2
1138,1352541600,6
1139,1352545200,6
1140,1352548800,12
1141,1352552400,4
1142,1352556000,8
1143,1352559600,22
1144,1352563200,6
1145,1352566800,6
1146,1352570400,6
1147,1352574000,24
1148,1352577600,4
1149,1352581200,2
1150,1352584800,12
1151,1352588400,12
1152,1355097600,16
1153,1355101200,4
1154,1355104800,2
1155,1355108400,2
1156,1355112000,6
1157,1355115600,2
1158,1355119200,6
1159,1355122800,4
1160,1355126400,2
1161,1355130000,2
1162,1355133600,8
1163,1355137200,2
1164,1355140800,6
1165,1355144400,4
1166,1355148000,6
1167,1355151600,12
1168,1355155200,4
1169,1355158800,6
1170,1355162400,4
1171,1355166000,10
1172,1355169600,12
1173,1355173200,6
1174,1355176800,32
1175,1355180400,20
1176,1350086400,16
1177,1350090000,20
1178,1350093600,10
1179,1350097200,8
1180,1350100800,4
1181,1350104400,4
1182,1350108000,8
1183,1350111600,4
1184,1350115200,10
1185,1350118800,2
1186,1350122400,4
1187,1350126000,8
1188,1350129600,6
1189,1350133200,2
1190,1350136800,8
1191,1350140400,4
1192,1350144000,4
1193,1350147600,6
1194,1350151200,2
1195,1350154800,8
1196,1350158400,2
1197,1350162000,10
1198,1350165600,8
1199,1350169200,6
1200,1350172800,8
1201,1350176400,2
1202,1350180000,4
1203,1350183600,6
1204,1350187200,14
1205,1350190800,2
1206,1350194400,2
1207,1350198000,4
1208,1350201600,10
1209,1350205200,10
1210,1350208800,6
1211,1350212400,14
1212,1350216000,8
1213,1350219600,8
1214,1350223200,6
1215,1350226800,14
1216,1350230400,16
1217,1350234000,24
1218,1350237600,18
1219,1350241200,40
1220,1350244800,36
1221,1350248400,34
1222,1350252000,24
1223,1350255600,20
1224,1350259200,12
1225,1350262800,26
1226,1350266400,12
1227,1350270000,10
1228,1350273600,10
1229,1350277200,4
1230,1350280800,4
1231,1350284400,4
1232,1350288000,10
1233,1350291600,10
1234,1350295200,26
1235,1350298800,16
1236,1350302400,22
1237,1350306000,16
1238,1350309600,16
1239,1350313200,20
1240,1350316800,6
1241,1350320400,14
1242,1350324000,12
1243,1350327600,14
1244,1350331200,14
1245,1350334800,14
1246,1350338400,6
1247,1350342000,24
1248,1350345600,16
1249,1350349200,10
1250,1350352800,16
1251,1350356400,2
1252,1350360000,6
1253,1350363600,10
1254,1350367200,4
1255,1350370800,6
1256,1350374400,12
1257,1350378000,16
1258,1350381600,28
1259,1350385200,16
1260,1350388800,18
1261,1350392400,14
1262,1350396000,14
1263,1350399600,4
1264,1350403200,32
1265,1350406800,10
1266,1350410400,16
1267,1350414000,20
1268,1350417600,24
1269,1350421200,24
1270,1350424800,22
1271,1350428400,6
1272,1350432000,2
1273,1350435600,6
1274,1350439200,10
1275,1350442800,4
1276,1350446400,4
1277,1350450000,4
1278,1350453600,2
1279,1350457200,6
1280,1350460800,6
1281,1350464400,2
1282,1350468000,14
1283,1350471600,8
1284,1350475200,6
1285,1350478800,2
1286,1350482400,6
1287,1350486000,6
1288,1350489600,8
1289,1350493200,6
1290,1350496800,10
1291,1350500400,6
1292,1350504000,4
1293,1350507600,8
1294,1350511200,6
1295,1350514800,4
1296,1350518400,6
1297,1350522000,6
1298,1350525600,12
1299,1350529200,6
1300,1350532800,6
1301,1350536400,6
1302,1350540000,14
1303,1350543600,6
1304,1350547200,6
1305,1350550800,18
1306,1350554400,40
1307,1350558000,24
1308,1350561600,16
1309,1350565200,12
1310,1350568800,10
1311,1350572400,10
1312,1350576000,8
1313,1350579600,10
1314,1350583200,10
1315,1350586800,8
1316,1350590400,10
1317,1350594000,22
1318,1350597600,10
1319,1350601200,16
1320,1350604800,6
1321,1350608400,8
1322,1350612000,2
1323,1350615600,6
1324,1350619200,6
1325,1350622800,2
1326,1350626400,8
1327,1350630000,4
1328,1350633600,10
1329,1350637200,10
1330,1350640800,10
1331,1350644400,24
1332,1350648000,4
1333,1350651600,12
1334,1350655200,10
1335,1350658800,22
1336,1350662400,68
1337,1350666000,46
1338,1350669600,52
1339,1350673200,84
1340,1350676800,56
1341,1350680400,46
1342,1350684000,32
1343,1350687600,32
1344,1350691200,34
1345,1350694800,10
1346,1350698400,10
1347,1350702000,10
1348,1350705600,8
1349,1350709200,6
1350,1350712800,6
1351,1350716400,8
1352,1350720000,8
1353,1350723600,16
1354,1350727200,8
1355,1350730800,6
1356,1350734400,12
1357,1350738000,16
1358,1350741600,4
1359,1350745200,14
1360,1350748800,20
1361,1350752400,24
1362,1350756000,20
1363,1350759600,30
1364,1350763200,44
1365,1350766800,50
1366,1350770400,28
1367,1350774000,24
1368,1350777600,30
1369,1350781200,10
1370,1350784800,6
1371,1350788400,4
1372,1350792000,6
1373,1350795600,10
1374,1350799200,8
1375,1350802800,4
1376,1350806400,12
1377,1350810000,22
1378,1350813600,12
1379,1350817200,26
1380,1350820800,24
1381,1350824400,16
1382,1350828000,20
1383,1350831600,18
1384,1350835200,8
1385,1350838800,10
1386,1350842400,24
1387,1350846000,22
1388,1350849600,14
1389,1350853200,20
1390,1350856800,18
1391,1350860400,24
1392,1350864000,20
1393,1350867600,16
1394,1350871200,12
1395,1350874800,8
1396,1350878400,8
1397,1350882000,16
1398,1350885600,10
1399,1350889200,12
1400,1350892800,14
1401,1350896400,20
1402,1350900000,22
1403,1350903600,12
1404,1350907200,24
1405,1350910800,16
1406,1350914400,20
1407,1350918000,22
1408,1350921600,12
1409,1350925200,18
1410,1350928800,10
1411,1350932400,16
1412,1350936000,22
1413,1350939600,10
1414,1350943200,22
1415,1350946800,20
1416,1350950400,16
1417,1350954000,14
1418,1350957600,16
1419,1350961200,14
1420,1350964800,4
1421,1350968400,2
1422,1350972000,2
1423,1350975600,14
1424,1350979200,8
1425,1350982800,10
1426,1350986400,14
1427,1350990000,10
1428,1350993600,12
1429,1350997200,6
1430,1351000800,8
1431,1351004400,8
1432,1351008000,10
1433,1351011600,6
1434,1351015200,10
1435,1351018800,10
1436,1351022400,14
1437,1351026000,10
1438,1351029600,18
1439,1351033200,20
1440,1351036800,20
1441,1351040400,16
1442,1351044000,4
1443,1351047600,6
1444,1351051200,4
1445,1351054800,8
1446,1351058400,6
1447,1351062000,10
1448,1351065600,4
1449,1351069200,8
1450,1351072800,4
1451,1351076400,6
1452,1351080000,10
1453,1351083600,14
1454,1351087200,6
1455,1351090800,18
1456,1351094400,6
1457,1351098000,18
1458,1351101600,10
1459,1351105200,16
1460,1351108800,14
1461,1351112400,8
1462,1351116000,6
1463,1351119600,8
1464,1351123200,10
1465,1351126800,8
1466,1351130400,16
1467,1351134000,16
1468,1351137600,10
1469,1351141200,8
1470,1351144800,6
1471,1351148400,6
1472,1351152000,4
1473,1351155600,8
1474,1351159200,16
1475,1351162800,10
1476,1351166400,18
1477,1351170000,6
1478,1351173600,8
1479,1351177200,6
1480,1351180800,4
1481,1351184400,16
1482,1351188000,10
1483,1351191600,14
1484,1351195200,10
1485,1351198800,6
1486,1351202400,18
1487,1351206000,28
1488,1351209600,14
1489,1351213200,12
1490,1351216800,6
1491,1351220400,8
1492,1351224000,6
1493,1351227600,4
1494,1351231200,4
1495,1351234800,4
1496,1351238400,2
